gene_symbol	ensgid_version	ensgid	enstid_version	biotype	u5_len	u5_AUG	u5_ORF	u5_max_kozak	u5_GC	u3_len	u3_AUG	u3_ORF	u3_max_kozak	u3_GC	u5_oORF	u3_oORF
NUAK2	ENSG00000163545.11	ENSG00000163545	ENST00000367157.6	protein_coding	117	0	0		0.70940170940171	1387	27	13	1	0.506849315068493	0	2
DSTYK	ENSG00000133059.17	ENSG00000133059	ENST00000367162.8	protein_coding	167	0	0		0.706586826347305	5053	86	84	3	0.430833168414803	2	17
CLDN20	ENSG00000171217.5	ENSG00000171217	ENST00000367165.3	protein_coding	380	6	5	2	0.486842105263158	169	7	6	2	0.266272189349112	1	10
TFB1M	ENSG00000029639.11	ENSG00000029639	ENST00000367166.5	protein_coding	56	1	0		0.642857142857143	1702	31	29	1	0.401880141010576	4	2
TMEM81	ENSG00000174529.7	ENSG00000174529	ENST00000367167.4	protein_coding	140	3	1	1	0.407142857142857	424	9	5	3	0.466981132075472	0	2
LRRN2	ENSG00000170382.12	ENSG00000170382	ENST00000367177.4	protein_coding	645	4	1	2	0.71937984496124	681	6	1	1	0.537444933920705	2	6
SCAF8	ENSG00000213079.10	ENSG00000213079	ENST00000367178.8	protein_coding	485	2	1	1	0.744329896907217	826	17	12	3	0.308716707021792	0	15
MDM4	ENSG00000198625.13	ENSG00000198625	ENST00000367182.8	protein_coding	139	2	1	2	0.568345323741007	8438	140	133	2	0.420715809433515	0	6
PPP1R15B	ENSG00000158615.9	ENSG00000158615	ENST00000367188.5	protein_coding	406	2	2	2	0.62807881773399	2711	40	39	2	0.354850608631501	0	14
KISS1	ENSG00000170498.9	ENSG00000170498	ENST00000367194.5	protein_coding	154	0	0		0.623376623376623	143	2	0		0.643356643356643	1	1
ETNK2	ENSG00000143845.15	ENSG00000143845	ENST00000367202.9	protein_coding	192	1	1	3	0.776041666666667	1122	15	7	2	0.589126559714795	0	1
SOX13	ENSG00000143842.15	ENSG00000143842	ENST00000367204.6	protein_coding	598	1	0		0.754180602006689	1609	24	20	2	0.541951522684897	1	22
ZC3H11A	ENSG00000058673.17	ENSG00000058673	ENST00000367210.3	protein_coding	1759	33	27	2	0.351335986355884	1725	33	30	2	0.369275362318841	5	17
OPTC	ENSG00000188770.10	ENSG00000188770	ENST00000367222.7	protein_coding	106	0	0		0.584905660377359	329	5	0		0.586626139817629	0	0
CHIT1	ENSG00000133063.16	ENSG00000133063	ENST00000367229.6	protein_coding	37	1	0		0.621621621621622	810	11	5	2	0.522222222222222	0	2
MTRF1L	ENSG00000112031.16	ENSG00000112031	ENST00000367233.10	protein_coding	24	0	0		0.625	2533	44	42	2	0.393999210422424	0	1
TMEM183A	ENSG00000163444.12	ENSG00000163444	ENST00000367242.4	protein_coding	92	1	0		0.771739130434783	1808	27	23	2	0.383849557522124	0	1
VIP	ENSG00000146469.13	ENSG00000146469	ENST00000367244.8	protein_coding	173	0	0		0.549132947976879	894	23	12	1	0.298657718120805	0	5
CYB5R1	ENSG00000159348.13	ENSG00000159348	ENST00000367249.9	protein_coding	52	0	0		0.596153846153846	654	13	7	3	0.466360856269113	4	7
SYNE1	ENSG00000131018.25	ENSG00000131018	ENST00000367255.10	protein_coding	565	3	2	1	0.605309734513274	749	16	9	1	0.403204272363151	1	160
KLHL12	ENSG00000117153.16	ENSG00000117153	ENST00000367261.8	protein_coding	191	0	0		0.680628272251309	1413	24	18	2	0.402689313517339	0	15
RABIF	ENSG00000183155.5	ENSG00000183155	ENST00000367262.4	protein_coding	51	0	0		0.725490196078431	2696	42	39	1	0.419510385756677	0	6
KDM5B	ENSG00000117139.18	ENSG00000117139	ENST00000367265.9	protein_coding	116	0	0		0.698275862068966	4541	82	76	1	0.396388460691478	9	36
SYT2	ENSG00000143858.12	ENSG00000143858	ENST00000367268.5	protein_coding	214	0	0		0.682242990654206	6161	100	93	2	0.507547476059081	0	3
LGR6	ENSG00000133067.18	ENSG00000133067	ENST00000367278.8	protein_coding	191	1	1	2	0.764397905759162	554	13	12	1	0.469314079422383	9	12
GPR37L1	ENSG00000170075.10	ENSG00000170075	ENST00000367282.6	protein_coding	47	0	0		0.638297872340426	5036	59	57	3	0.564138204924543	1	1
ELF3	ENSG00000163435.16	ENSG00000163435	ENST00000367284.10	protein_coding	128	0	0		0.6640625	1860	36	34	2	0.479569892473118	0	1
TIMM17A	ENSG00000134375.11	ENSG00000134375	ENST00000367287.5	protein_coding	24	0	0		0.541666666666667	1110	31	16	3	0.358558558558559	0	6
LMOD1	ENSG00000163431.13	ENSG00000163431	ENST00000367288.5	protein_coding	208	0	0		0.615384615384615	1916	30	29	1	0.544363256784969	0	8
ARMT1	ENSG00000146476.11	ENSG00000146476	ENST00000367294.4	protein_coding	80	0	0		0.65	991	21	17	1	0.313824419778002	4	7
PHLDA3	ENSG00000174307.7	ENSG00000174307	ENST00000367311.5	protein_coding	402	1	0		0.766169154228856	1963	26	19	1	0.535404992358635	1	1
MTHFD1L	ENSG00000120254.16	ENSG00000120254	ENST00000367321.8	protein_coding	121	0	0		0.809917355371901	393	10	8	1	0.384223918575064	3	13
PKP1	ENSG00000081277.13	ENSG00000081277	ENST00000367324.8	protein_coding	197	1	0		0.720812182741117	2948	47	46	2	0.533921302578019	4	18
TMEM9	ENSG00000116857.17	ENSG00000116857	ENST00000367330.6	protein_coding	551	3	1	2	0.678765880217786	891	14	4	1	0.549943883277217	0	12
ULBP3	ENSG00000131019.11	ENSG00000131019	ENST00000367339.7	protein_coding	55	0	0		0.618181818181818	2321	44	36	1	0.424816889271866	4	0
RAET1L	ENSG00000155918.8	ENSG00000155918	ENST00000367341.6	protein_coding	61	0	0		0.508196721311475	544	15	10	2	0.367647058823529	7	1
KIF14	ENSG00000118193.12	ENSG00000118193	ENST00000367350.5	protein_coding	456	4	3	3	0.581140350877193	1888	38	35	1	0.338453389830509	4	44
ULBP2	ENSG00000131015.5	ENSG00000131015	ENST00000367351.4	protein_coding	59	0	0		0.508474576271186	535	10	8	1	0.368224299065421	6	1
ZNF281	ENSG00000162702.8	ENSG00000162702	ENST00000367353.2	protein_coding	109	0	0		0.614678899082569	2067	37	32	1	0.335752298016449	2	16
RAET1G	ENSG00000203722.8	ENSG00000203722	ENST00000367360.7	protein_coding	111	0	0		0.621621621621622	34	0	0		0.588235294117647	0	0
NR5A2	ENSG00000116833.14	ENSG00000116833	ENST00000367362.8	protein_coding	138	2	0		0.384057971014493	3205	69	62	1	0.36411856474259	3	11
ATP6V1G3	ENSG00000151418.12	ENSG00000151418	ENST00000367382.6	protein_coding	30	0	0		0.533333333333333	169	5	0		0.319526627218935	0	0
NEK7	ENSG00000151414.15	ENSG00000151414	ENST00000367385.9	protein_coding	307	1	1	3	0.729641693811075	2898	80	70	1	0.29848171152519	0	1
LHX9	ENSG00000143355.16	ENSG00000143355	ENST00000367387.6	protein_coding	452	1	0		0.52212389380531	6219	119	117	1	0.303424987940183	1	3
C1orf53	ENSG00000203724.11	ENSG00000203724	ENST00000367393.8	protein_coding	20	0	0		0.85	142	1	0		0.267605633802817	1	2
CRB1	ENSG00000134376.17	ENSG00000134376	ENST00000367400.8	protein_coding	161	2	0		0.552795031055901	576	15	5	3	0.376736111111111	16	29
ZBTB41	ENSG00000177888.8	ENSG00000177888	ENST00000367405.5	protein_coding	188	2	1	2	0.521276595744681	5677	111	108	2	0.300863131935882	8	10
ASPM	ENSG00000066279.19	ENSG00000066279	ENST00000367409.9	protein_coding	232	0	0		0.547413793103448	197	7	1	2	0.243654822335025	6	7
KATNA1	ENSG00000186625.14	ENSG00000186625	ENST00000367411.7	protein_coding	259	0	0		0.652509652509653	163	5	0		0.257668711656442	0	0
F13B	ENSG00000143278.5	ENSG00000143278	ENST00000367412.2	protein_coding	37	0	0		0.351351351351351	637	16	12	1	0.28414442700157	3	11
CFHR2	ENSG00000080910.13	ENSG00000080910	ENST00000367415.8	protein_coding	143	2	1	2	0.356643356643357	542	12	9	2	0.29520295202952	0	4
GINM1	ENSG00000055211.14	ENSG00000055211	ENST00000367419.10	protein_coding	40	0	0		0.75	910	14	4	3	0.379120879120879	1	0
CFHR3	ENSG00000116785.14	ENSG00000116785	ENST00000367425.9	protein_coding	47	0	0		0.319148936170213	1894	37	24	1	0.344244984160507	8	0
CFH	ENSG00000000971.16	ENSG00000000971	ENST00000367429.9	protein_coding	75	1	0		0.386666666666667	191	2	0		0.277486910994764	2	22
B3GALT2	ENSG00000162630.6	ENSG00000162630	ENST00000367434.5	protein_coding	715	13	11	3	0.413986013986014	1564	35	33	1	0.281329923273657	0	3
CDC73	ENSG00000134371.14	ENSG00000134371	ENST00000367435.5	protein_coding	170	0	0		0.711764705882353	4103	82	79	1	0.290031684133561	0	6
GLRX2	ENSG00000023572.10	ENSG00000023572	ENST00000367439.8	protein_coding	32	0	0		0.625	155	7	0		0.309677419354839	2	5
UCHL5	ENSG00000116750.14	ENSG00000116750	ENST00000367454.6	protein_coding	100	0	0		0.73	4097	100	92	1	0.321698804002929	0	0
RGS1	ENSG00000090104.12	ENSG00000090104	ENST00000367459.8	protein_coding	20	0	0		0.45	702	11	8	2	0.353276353276353	0	5
RGS18	ENSG00000150681.10	ENSG00000150681	ENST00000367460.4	protein_coding	176	5	4	2	0.306818181818182	1261	29	27	1	0.308485329103886	1	3
BRINP3	ENSG00000162670.11	ENSG00000162670	ENST00000367462.5	protein_coding	467	6	0		0.438972162740899	360	9	6	1	0.302777777777778	6	13
UST	ENSG00000111962.8	ENSG00000111962	ENST00000367463.5	protein_coding	401	3	0		0.765586034912718	2874	48	42	2	0.418580375782881	3	4
PLA2G4A	ENSG00000116711.10	ENSG00000116711	ENST00000367466.4	protein_coding	156	0	0		0.41025641025641	473	18	12	1	0.295983086680761	13	23
SASH1	ENSG00000111961.18	ENSG00000111961	ENST00000367467.8	protein_coding	230	1	0		0.808695652173913	3486	61	57	3	0.385829030407344	18	24
PTGS2	ENSG00000073756.13	ENSG00000073756	ENST00000367468.10	protein_coding	133	0	0		0.654135338345865	2562	52	43	1	0.29664324746292	4	8
SAMD5	ENSG00000203727.4	ENSG00000203727	ENST00000367474.2	protein_coding	239	1	0		0.564853556485356	5565	94	84	1	0.365858041329739	0	7
TPR	ENSG00000047410.14	ENSG00000047410	ENST00000367478.9	protein_coding	225	0	0		0.715555555555556	2319	49	38	1	0.316946959896507	0	45
RAB32	ENSG00000118508.5	ENSG00000118508	ENST00000367495.4	protein_coding	39	0	0		0.743589743589744	348	11	8	2	0.416666666666667	0	3
IVNS1ABP	ENSG00000116679.16	ENSG00000116679	ENST00000367498.8	protein_coding	537	5	4	2	0.512104283054004	1647	37	25	2	0.344262295081967	1	20
SWT1	ENSG00000116668.13	ENSG00000116668	ENST00000367500.9	protein_coding	157	1	0		0.636942675159236	978	20	15	2	0.369120654396728	1	19
TRMT1L	ENSG00000121486.12	ENSG00000121486	ENST00000367506.10	protein_coding	241	0	0		0.605809128630705	1918	39	37	2	0.305526590198123	0	17
RNF2	ENSG00000121481.11	ENSG00000121481	ENST00000367510.8	protein_coding	94	0	0		0.734042553191489	2302	38	34	2	0.32015638575152	0	1
NIBAN1	ENSG00000135842.17	ENSG00000135842	ENST00000367511.4	protein_coding	152	0	0		0.631578947368421	3945	70	65	1	0.404562737642586	2	16
EPM2A	ENSG00000112425.16	ENSG00000112425	ENST00000367519.9	protein_coding	22	0	0		0.863636363636364	2111	53	45	2	0.388915206063477	0	11
NCF2	ENSG00000116701.15	ENSG00000116701	ENST00000367535.8	protein_coding	130	0	0		0.546153846153846	556	8	8	1	0.401079136690648	3	12
SHCBP1L	ENSG00000157060.16	ENSG00000157060	ENST00000367547.8	protein_coding	33	0	0		0.727272727272727	118	3	1	1	0.245762711864407	0	0
DHX9	ENSG00000135829.17	ENSG00000135829	ENST00000367549.4	protein_coding	132	1	0		0.537878787878788	548	10	10	2	0.317518248175182	3	41
NPL	ENSG00000135838.14	ENSG00000135838	ENST00000367553.6	protein_coding	104	1	0		0.567307692307692	1476	16	14	1	0.342818428184282	0	6
RGS16	ENSG00000143333.7	ENSG00000143333	ENST00000367558.6	protein_coding	130	0	0		0.661538461538462	1669	27	15	2	0.510485320551228	1	7
RNASEL	ENSG00000135828.11	ENSG00000135828	ENST00000367559.7	protein_coding	254	1	1	2	0.460629921259843	1758	38	32	2	0.406712172923777	0	18
TEDDM1	ENSG00000203730.3	ENSG00000203730	ENST00000367565.2	protein_coding	182	2	0		0.5	1547	20	17	3	0.431157078215902	1	6
STX11	ENSG00000135604.10	ENSG00000135604	ENST00000367568.5	protein_coding	192	1	0		0.734375	4448	87	82	3	0.389163669064748	0	8
SF3B5	ENSG00000169976.7	ENSG00000169976	ENST00000367569.4	protein_coding	76	0	0		0.578947368421053	353	4	2	2	0.555240793201133	1	1
CACNA1E	ENSG00000198216.12	ENSG00000198216	ENST00000367573.7	protein_coding	228	2	1	3	0.574561403508772	9250	156	153	1	0.445297297297297	22	94
LTV1	ENSG00000135521.9	ENSG00000135521	ENST00000367576.6	protein_coding	140	0	0		0.692857142857143	285	4	0		0.312280701754386	5	3
IER5	ENSG00000162783.11	ENSG00000162783	ENST00000367577.7	protein_coding	203	0	0		0.610837438423645	3014	43	41	1	0.416058394160584	1	0
MR1	ENSG00000153029.16	ENSG00000153029	ENST00000367580.6	protein_coding	25	0	0		0.44	6673	131	128	2	0.442229881612468	2	1
KIAA1614	ENSG00000135835.12	ENSG00000135835	ENST00000367588.9	protein_coding	347	1	0		0.76657060518732	6026	97	94	1	0.54447394623299	0	12
XPR1	ENSG00000143324.14	ENSG00000143324	ENST00000367590.9	protein_coding	180	3	0		0.716666666666667	6213	119	115	2	0.368260099790761	2	13
PEX3	ENSG00000034693.15	ENSG00000034693	ENST00000367591.5	protein_coding	238	0	0		0.621848739495798	1390	22	17	2	0.296402877697842	0	4
ACBD6	ENSG00000230124.8	ENSG00000230124	ENST00000367595.4	protein_coding	311	0	0		0.681672025723473	133	2	0		0.353383458646617	0	0
QSOX1	ENSG00000116260.17	ENSG00000116260	ENST00000367602.8	protein_coding	39	0	0		0.692307692307692	6993	89	89	3	0.524238524238524	0	16
HIVEP2	ENSG00000010818.10	ENSG00000010818	ENST00000367603.8	protein_coding	718	14	13	1	0.444289693593315	1638	40	32	1	0.360805860805861	22	63
CEP350	ENSG00000135837.16	ENSG00000135837	ENST00000367607.8	protein_coding	346	2	0		0.725433526011561	3714	62	60	1	0.367528271405493	3	48
ADGRG6	ENSG00000112414.15	ENSG00000112414	ENST00000367609.8	protein_coding	323	3	0		0.674922600619195	2746	53	49	2	0.355061908230153	3	25
NPHS2	ENSG00000116218.13	ENSG00000116218	ENST00000367615.9	protein_coding	84	0	0		0.75	634	22	12	3	0.435331230283912	1	1
AXDND1	ENSG00000162779.22	ENSG00000162779	ENST00000367618.8	protein_coding	136	2	2	1	0.477941176470588	216	3	0		0.439814814814815	1	1
SOAT1	ENSG00000057252.13	ENSG00000057252	ENST00000367619.8	protein_coding	148	0	0		0.675675675675676	5039	100	96	1	0.376066679896805	9	13
TOR3A	ENSG00000186283.14	ENSG00000186283	ENST00000367627.8	protein_coding	59	1	0		0.76271186440678	778	8	3	2	0.475578406169666	0	4
VTA1	ENSG00000009844.16	ENSG00000009844	ENST00000367630.9	protein_coding	25	0	0		0.52	6042	133	123	1	0.367759020191989	1	0
RALGPS2	ENSG00000116191.18	ENSG00000116191	ENST00000367635.8	protein_coding	259	4	1	1	0.637065637065637	5481	100	91	2	0.338806787082649	2	16
RASAL2	ENSG00000075391.17	ENSG00000075391	ENST00000367649.8	protein_coding	389	0	0		0.755784061696658	5611	96	95	2	0.378542149349492	0	34
CITED2	ENSG00000164442.10	ENSG00000164442	ENST00000367651.4	protein_coding	244	1	0		0.639344262295082	1325	19	13	1	0.354716981132075	0	0
HECA	ENSG00000112406.5	ENSG00000112406	ENST00000367658.3	protein_coding	317	1	1	3	0.750788643533123	3697	78	72	1	0.352177441168515	0	12
ABRACL	ENSG00000146386.8	ENSG00000146386	ENST00000367660.4	protein_coding	137	0	0		0.62043795620438	399	14	6	1	0.295739348370927	0	3
PAPPA2	ENSG00000116183.11	ENSG00000116183	ENST00000367662.5	protein_coding	1160	9	7	1	0.447413793103448	3147	64	59	1	0.407372100413092	0	36
COP1	ENSG00000143207.21	ENSG00000143207	ENST00000367669.8	protein_coding	308	1	0		0.691558441558442	322	8	2	2	0.354037267080745	1	0
TNR	ENSG00000116147.17	ENSG00000116147	ENST00000367674.7	protein_coding	534	1	0		0.533707865168539	8163	133	125	2	0.440891828984442	0	26
CACYBP	ENSG00000116161.18	ENSG00000116161	ENST00000367679.7	protein_coding	234	0	0		0.739316239316239	1948	46	37	2	0.361909650924025	0	5
GPR52	ENSG00000203737.5	ENSG00000203737	ENST00000367685.5	protein_coding	148	2	0		0.5	348	9	6	1	0.353448275862069	0	2
RC3H1	ENSG00000135870.12	ENSG00000135870	ENST00000367696.7	protein_coding	412	2	1	3	0.580097087378641	7637	102	92	2	0.335995809872987	0	24
SERPINC1	ENSG00000117601.15	ENSG00000117601	ENST00000367698.4	protein_coding	68	0	0		0.544117647058824	89	1	0		0.280898876404494	0	1
SLC9C2	ENSG00000162753.13	ENSG00000162753	ENST00000367714.4	protein_coding	401	4	3	1	0.4214463840399	634	11	9	1	0.301261829652997	1	37
FASLG	ENSG00000117560.8	ENSG00000117560	ENST00000367721.3	protein_coding	99	0	0		0.575757575757576	860	28	23	2	0.397674418604651	1	0
C1orf105	ENSG00000180999.11	ENSG00000180999	ENST00000367727.9	protein_coding	201	2	2	2	0.427860696517413	235	5	0		0.391489361702128	0	0
OLIG3	ENSG00000177468.7	ENSG00000177468	ENST00000367734.4	protein_coding	224	0	0		0.517857142857143	1153	22	15	1	0.480485689505638	0	0
IFNGR1	ENSG00000027697.15	ENSG00000027697	ENST00000367739.9	protein_coding	58	0	0		0.724137931034483	546	12	10	1	0.320512820512821	8	5
FMO4	ENSG00000076258.10	ENSG00000076258	ENST00000367749.4	protein_coding	381	2	2	2	0.36745406824147	245	4	0		0.375510204081633	0	7
FMO3	ENSG00000007933.13	ENSG00000007933	ENST00000367755.9	protein_coding	83	0	0		0.433734939759036	377	7	0		0.302387267904509	0	4
MROH9	ENSG00000117501.15	ENSG00000117501	ENST00000367759.9	protein_coding	91	0	0		0.362637362637363	425	11	11	2	0.390588235294118	0	20
GORAB	ENSG00000120370.13	ENSG00000120370	ENST00000367763.8	protein_coding	58	0	0		0.706896551724138	1372	27	25	3	0.284256559766764	5	3
SCYL3	ENSG00000000457.14	ENSG00000000457	ENST00000367771.11	protein_coding	159	0	0		0.622641509433962	4082	70	58	1	0.376286134247918	2	10
F5	ENSG00000198734.12	ENSG00000198734	ENST00000367797.9	protein_coding	95	0	0		0.663157894736842	2362	55	53	3	0.360287891617273	0	54
BLZF1	ENSG00000117475.14	ENSG00000117475	ENST00000367808.8	protein_coding	198	2	1	2	0.48989898989899	1123	25	21	2	0.308993766696349	0	2
NME7	ENSG00000143156.14	ENSG00000143156	ENST00000367811.8	protein_coding	87	2	0		0.482758620689655	254	4	2	2	0.350393700787402	8	1
ATP1B1	ENSG00000143153.13	ENSG00000143153	ENST00000367815.9	protein_coding	140	0	0		0.771428571428571	1164	27	14	2	0.344501718213058	0	1
DPT	ENSG00000143196.5	ENSG00000143196	ENST00000367817.4	protein_coding	32	0	0		0.5	1081	22	19	1	0.484736355226642	1	14
XCL1	ENSG00000143184.5	ENSG00000143184	ENST00000367818.4	protein_coding	33	0	0		0.606060606060606	849	19	11	2	0.336866902237927	2	4
XCL2	ENSG00000143185.4	ENSG00000143185	ENST00000367819.3	protein_coding	33	0	0		0.666666666666667	184	5	0		0.326086956521739	2	3
TBX19	ENSG00000143178.13	ENSG00000143178	ENST00000367821.8	protein_coding	214	1	1	2	0.518691588785047	1424	17	17	1	0.466292134831461	0	3
TIPRL	ENSG00000143155.13	ENSG00000143155	ENST00000367833.7	protein_coding	116	1	0		0.672413793103448	2063	38	33	1	0.328647600581677	0	10
HBS1L	ENSG00000112339.15	ENSG00000112339	ENST00000367837.10	protein_coding	131	1	0		0.603053435114504	4901	101	100	2	0.352581105896756	3	10
ADCY10	ENSG00000143199.18	ENSG00000143199	ENST00000367851.9	protein_coding	217	4	2	2	0.460829493087558	292	7	2	1	0.366438356164384	3	1
RCSD1	ENSG00000198771.11	ENSG00000198771	ENST00000367854.8	protein_coding	192	0	0		0.791666666666667	4000	76	66	2	0.41425	0	3
SGK1	ENSG00000118515.12	ENSG00000118515	ENST00000367858.10	protein_coding	652	7	4	1	0.578220858895706	1012	23	5	1	0.374505928853755	0	5
POU2F1	ENSG00000143190.23	ENSG00000143190	ENST00000367866.7	protein_coding	12	0	0		0.0833333333333333	11530	177	175	2	0.394275802254987	2	9
GPA33	ENSG00000143167.12	ENSG00000143167	ENST00000367868.4	protein_coding	90	0	0		0.522222222222222	1498	19	14	2	0.526702269692924	1	5
MAEL	ENSG00000143194.13	ENSG00000143194	ENST00000367872.9	protein_coding	73	0	0		0.671232876712329	359	8	5	1	0.317548746518106	5	4
TADA1	ENSG00000152382.6	ENSG00000152382	ENST00000367874.5	protein_coding	31	0	0		0.709677419354839	1057	25	22	1	0.340586565752129	3	0
POGK	ENSG00000143157.12	ENSG00000143157	ENST00000367876.9	protein_coding	132	1	0		0.787878787878788	3789	66	63	2	0.410134600158353	0	21
UCK2	ENSG00000143179.16	ENSG00000143179	ENST00000367879.9	protein_coding	220	0	0		0.75	3795	51	48	1	0.493807641633729	1	0
TMCO1	ENSG00000143183.18	ENSG00000143183	ENST00000367881.11	protein_coding	117	0	0		0.581196581196581	1228	24	22	2	0.34771986970684	1	10
TCF21	ENSG00000118526.7	ENSG00000118526	ENST00000367882.5	protein_coding	285	0	0		0.6	455	6	2	2	0.410989010989011	1	3
MGST3	ENSG00000143198.13	ENSG00000143198	ENST00000367889.8	protein_coding	67	0	0		0.611940298507463	632	13	9	1	0.409810126582279	0	6
RGS4	ENSG00000117152.14	ENSG00000117152	ENST00000367909.11	protein_coding	124	0	0		0.475806451612903	2242	63	55	2	0.388938447814451	0	5
DDR2	ENSG00000162733.19	ENSG00000162733	ENST00000367921.8	protein_coding	359	4	2	1	0.465181058495822	7159	168	156	2	0.380500069842157	2	29
VNN1	ENSG00000112299.8	ENSG00000112299	ENST00000367928.5	protein_coding	20	0	0		0.5	2291	39	29	2	0.360977738978612	3	5
SH2D1B	ENSG00000198574.6	ENSG00000198574	ENST00000367929.3	protein_coding	120	0	0		0.541666666666667	2012	41	41	2	0.397117296222664	0	3
TAAR2	ENSG00000146378.6	ENSG00000146378	ENST00000367931.1	protein_coding	0	0	1			0	0	1			0	1
SPATA46	ENSG00000171722.13	ENSG00000171722	ENST00000367935.10	protein_coding	64	0	0		0.59375	845	15	7	2	0.511242603550296	4	6
STX7	ENSG00000079950.14	ENSG00000079950	ENST00000367941.7	protein_coding	168	1	0		0.589285714285714	14891	258	255	2	0.354307971257807	1	9
ATF6	ENSG00000118217.7	ENSG00000118217	ENST00000367942.4	protein_coding	41	0	0		0.414634146341463	5416	99	93	2	0.39807976366322	0	17
DUSP12	ENSG00000081721.12	ENSG00000081721	ENST00000367943.5	protein_coding	16	0	0		0.8125	291	11	6	1	0.305841924398625	0	1
MOXD1	ENSG00000079931.15	ENSG00000079931	ENST00000367963.8	protein_coding	49	0	0		0.795918367346939	1098	23	18	2	0.360655737704918	2	11
CFAP126	ENSG00000188931.4	ENSG00000188931	ENST00000367974.2	protein_coding	8	0	0		0.375	232	2	0		0.439655172413793	0	4
SDHC	ENSG00000143252.16	ENSG00000143252	ENST00000367975.7	protein_coding	25	0	0		0.6	773	6	3	2	0.435963777490298	0	9
CCN2	ENSG00000118523.6	ENSG00000118523	ENST00000367976.4	protein_coding	200	0	0		0.755	1088	20	17	2	0.370404411764706	0	4
NR1I3	ENSG00000143257.12	ENSG00000143257	ENST00000367983.9	protein_coding	196	1	0		0.51530612244898	128	3	0		0.5390625	1	0
TOMM40L	ENSG00000158882.15	ENSG00000158882	ENST00000367988.8	protein_coding	212	7	3	3	0.59433962264151	1651	30	27	2	0.517262265293761	0	0
APOA2	ENSG00000158874.11	ENSG00000158874	ENST00000367990.7	protein_coding	58	0	0		0.620689655172414	113	2	0		0.513274336283186	1	2
ADAMTS4	ENSG00000158859.10	ENSG00000158859	ENST00000367996.6	protein_coding	427	1	0		0.571428571428571	6836	114	111	1	0.470304271503803	1	12
PPOX	ENSG00000143224.18	ENSG00000143224	ENST00000367999.9	protein_coding	255	0	0		0.611764705882353	44	1	0		0.409090909090909	0	0
USP21	ENSG00000143258.16	ENSG00000143258	ENST00000368002.8	protein_coding	341	6	2	3	0.639296187683284	276	2	0		0.471014492753623	3	4
UFC1	ENSG00000143222.12	ENSG00000143222	ENST00000368003.6	protein_coding	20	0	0		0.65	364	1	0		0.472527472527473	2	8
DEDD	ENSG00000158796.17	ENSG00000158796	ENST00000368006.8	protein_coding	214	3	0		0.682242990654206	1173	24	18	1	0.448422847399829	0	0
NIT1	ENSG00000158793.14	ENSG00000158793	ENST00000368009.7	protein_coding	72	1	0		0.611111111111111	429	6	4	2	0.473193473193473	1	0
PFDN2	ENSG00000143256.5	ENSG00000143256	ENST00000368010.4	protein_coding	11	0	0		0.727272727272727	122	1	0		0.286885245901639	0	4
KLHDC9	ENSG00000162755.14	ENSG00000162755	ENST00000368011.9	protein_coding	175	1	1	2	0.72	122	1	0		0.368852459016393	0	1
NECTIN4	ENSG00000143217.9	ENSG00000143217	ENST00000368012.4	protein_coding	262	0	0		0.622137404580153	1663	26	19	3	0.484064942874324	0	8
ARHGAP30	ENSG00000186517.14	ENSG00000186517	ENST00000368013.8	protein_coding	267	1	1	2	0.685393258426966	769	6	3	2	0.491547464239272	2	13
USF1	ENSG00000158773.14	ENSG00000158773	ENST00000368021.7	protein_coding	205	4	1	3	0.575609756097561	669	13	7	1	0.526158445440957	1	6
F11R	ENSG00000158769.18	ENSG00000158769	ENST00000368026.11	protein_coding	79	0	0		0.645569620253165	3660	69	66	1	0.452185792349727	1	0
ITLN2	ENSG00000158764.7	ENSG00000158764	ENST00000368029.4	protein_coding	68	0	0		0.573529411764706	115	0	0		0.486956521739131	0	0
CD244	ENSG00000122223.13	ENSG00000122223	ENST00000368034.9	protein_coding	210	0	0		0.614285714285714	1187	25	15	1	0.468407750631845	0	2
SLAMF7	ENSG00000026751.17	ENSG00000026751	ENST00000368043.8	protein_coding	55	0	0		0.454545454545455	1644	39	31	2	0.437347931873479	1	1
CD48	ENSG00000117091.10	ENSG00000117091	ENST00000368046.8	protein_coding	59	0	0		0.525423728813559	306	6	3	1	0.333333333333333	2	4
CD84	ENSG00000066294.15	ENSG00000066294	ENST00000368054.8	protein_coding	59	0	0		0.474576271186441	7158	138	131	2	0.42763341715563	0	7
SLAMF6	ENSG00000162739.14	ENSG00000162739	ENST00000368057.8	protein_coding	63	0	0		0.523809523809524	1671	32	29	2	0.426092160383004	5	0
VANGL2	ENSG00000162738.6	ENSG00000162738	ENST00000368061.3	protein_coding	496	1	0		0.679435483870968	3292	40	40	1	0.483292831105711	0	9
MED23	ENSG00000112282.18	ENSG00000112282	ENST00000368068.8	protein_coding	193	0	0		0.637305699481865	947	18	9	1	0.297782470960929	1	35
PEX19	ENSG00000162735.19	ENSG00000162735	ENST00000368072.10	protein_coding	9	0	0		0.555555555555556	2744	48	45	3	0.435495626822157	0	0
DCAF8	ENSG00000132716.19	ENSG00000132716	ENST00000368074.6	protein_coding	201	0	0		0.572139303482587	1872	18	16	3	0.458867521367521	0	11
CASQ1	ENSG00000143318.13	ENSG00000143318	ENST00000368078.8	protein_coding	177	0	0		0.627118644067797	510	11	2	3	0.462745098039216	0	12
