gene_symbol	ensgid_version	ensgid	enstid_version	biotype	u5_len	u5_AUG	u5_ORF	u5_oORF_all	u5_oORF_inframe	u5_oORF_outframe	u5_oORF_altered_cds	u5_oORF_kozak	u5_ORF_kozak	u5_GC	u3_len	u3_AUG	u3_ORF	u3_ORF_kozak	u3_GC
DAAM1	ENSG00000100592.16	ENSG00000100592	ENST00000360909.8	protein_coding	139	1	1	0	0	0	0	0	2	0.510791366906475	2544	59	57	3	0.32940251572327
AOC1	ENSG00000002726.21	ENSG00000002726	ENST00000360937.9	protein_coding	58	0	0	0	0	0	0	0	0	0.620689655172414	295	5	0	0	0.56271186440678
ETS2	ENSG00000157557.13	ENSG00000157557	ENST00000360938.8	protein_coding	192	0	0	0	0	0	0	0	0	0.760416666666667	2066	33	33	3	0.410939012584705
UBE2Z	ENSG00000159202.18	ENSG00000159202	ENST00000360943.10	protein_coding	97	0	0	0	0	0	0	0	0	0.731958762886598	1922	28	27	3	0.493236212278876
TOMM20L	ENSG00000196860.8	ENSG00000196860	ENST00000360945.7	protein_coding	28	0	0	0	0	0	0	0	0	0.785714285714286	120	1	1	3	0.291666666666667
ZNF219	ENSG00000165804.16	ENSG00000165804	ENST00000360947.8	protein_coding	427	4	3	1	0	1	2	2	2	0.798594847775176	459	0	0	0	0.603485838779957
HS3ST3B1	ENSG00000125430.9	ENSG00000125430	ENST00000360954.3	protein_coding	438	3	2	1	0	1	2	2	2	0.71689497716895	3758	70	70	3	0.415646620542842
PPP1R13L	ENSG00000104881.16	ENSG00000104881	ENST00000360957.10	protein_coding	92	0	0	0	0	0	0	0	0	0.760869565217391	552	3	3	3	0.523550724637681
MPC1	ENSG00000060762.19	ENSG00000060762	ENST00000360961.11	protein_coding	64	0	0	0	0	0	0	0	0	0.671875	510	13	13	3	0.317647058823529
CPZ	ENSG00000109625.19	ENSG00000109625	ENST00000360986.9	protein_coding	69	0	0	0	0	0	0	0	0	0.782608695652174	135	1	1	2	0.57037037037037
FAM107A	ENSG00000168309.18	ENSG00000168309	ENST00000360997.7	protein_coding	88	0	0	0	0	0	0	0	0	0.602272727272727	2471	31	31	3	0.518413597733711
CTRB1	ENSG00000168925.12	ENSG00000168925	ENST00000361017.9	protein_coding	20	0	0	0	0	0	0	0	0	0.65	58	1	0	0	0.655172413793103
MPEG1	ENSG00000197629.6	ENSG00000197629	ENST00000361050.4	protein_coding	62	0	0	0	0	0	0	0	0	0.629032258064516	2205	41	40	3	0.409977324263039
UBA3	ENSG00000144744.17	ENSG00000144744	ENST00000361055.9	protein_coding	12	0	0	0	0	0	0	0	0	0.5	707	20	17	3	0.305516265912306
GSTM3	ENSG00000134202.11	ENSG00000134202	ENST00000361066.7	protein_coding	310	2	1	1	0	1	2	1	2	0.654838709677419	3134	59	57	3	0.428844926611359
LAMC3	ENSG00000050555.19	ENSG00000050555	ENST00000361069.9	protein_coding	41	0	0	0	0	0	0	0	0	0.804878048780488	2686	33	33	3	0.580044676098288
RFWD3	ENSG00000168411.14	ENSG00000168411	ENST00000361070.9	protein_coding	94	0	0	0	0	0	0	0	0	0.680851063829787	2529	41	35	3	0.419928825622776
PUM2	ENSG00000055917.16	ENSG00000055917	ENST00000361078.7	protein_coding	266	2	1	1	0	1	2	1	2	0.665413533834586	2848	60	60	3	0.329705056179775
RAB25	ENSG00000132698.15	ENSG00000132698	ENST00000361084.10	protein_coding	241	2	1	1	0	1	2	1	1	0.593360995850622	217	1	0	0	0.511520737327189
NMRK1	ENSG00000106733.21	ENSG00000106733	ENST00000361092.9	protein_coding	183	0	0	0	0	0	0	0	0	0.612021857923497	971	18	18	2	0.369721936148301
STAT1	ENSG00000115415.20	ENSG00000115415	ENST00000361099.8	protein_coding	309	1	1	0	0	0	0	0	1	0.624595469255663	1554	29	29	3	0.353281853281853
ZNF627	ENSG00000198551.10	ENSG00000198551	ENST00000361113.10	protein_coding	145	0	0	0	0	0	0	0	0	0.682758620689655	1272	23	22	3	0.388364779874214
MICU1	ENSG00000107745.19	ENSG00000107745	ENST00000361114.10	protein_coding	71	1	1	0	0	0	0	0	2	0.591549295774648	855	14	14	3	0.502923976608187
CCL28	ENSG00000151882.11	ENSG00000151882	ENST00000361115.4	protein_coding	75	0	0	0	0	0	0	0	0	0.533333333333333	2667	25	25	3	0.384701912260967
LRIG2	ENSG00000198799.12	ENSG00000198799	ENST00000361127.6	protein_coding	209	2	1	1	0	1	2	1	2	0.631578947368421	8159	131	131	3	0.40911876455448
PPP1R14C	ENSG00000198729.5	ENSG00000198729	ENST00000361131.5	protein_coding	149	1	1	0	0	0	0	0	1	0.825503355704698	1572	29	28	3	0.403944020356234
RASGEF1C	ENSG00000146090.16	ENSG00000146090	ENST00000361132.9	protein_coding	190	1	0	1	0	1	2	2	0	0.873684210526316	706	8	8	2	0.628895184135977
SMC5	ENSG00000198887.9	ENSG00000198887	ENST00000361138.7	protein_coding	101	1	0	1	0	1	2	2	0	0.732673267326733	2542	49	49	3	0.32258064516129
ABHD14B	ENSG00000114779.20	ENSG00000114779	ENST00000361143.10	protein_coding	113	0	0	0	0	0	0	0	0	0.707964601769912	911	17	16	2	0.535675082327113
IFI6	ENSG00000126709.16	ENSG00000126709	ENST00000361157.11	protein_coding	102	0	0	0	0	0	0	0	0	0.617647058823529	317	5	4	3	0.444794952681388
IQGAP3	ENSG00000183856.11	ENSG00000183856	ENST00000361170.7	protein_coding	36	0	0	0	0	0	0	0	0	0.527777777777778	1081	14	12	3	0.493987049028677
MVB12B	ENSG00000196814.15	ENSG00000196814	ENST00000361171.8	protein_coding	101	0	0	0	0	0	0	0	0	0.881188118811881	3777	39	39	3	0.60285941223193
CAPZA2	ENSG00000198898.14	ENSG00000198898	ENST00000361183.8	protein_coding	25	0	0	0	0	0	0	0	0	0.64	4182	94	93	3	0.397178383548541
PJA2	ENSG00000198961.10	ENSG00000198961	ENST00000361189.7	protein_coding	220	0	0	0	0	0	0	0	0	0.590909090909091	2509	57	57	3	0.317257871662017
SLC26A11	ENSG00000181045.15	ENSG00000181045	ENST00000361193.8	protein_coding	283	0	0	0	0	0	0	0	0	0.696113074204947	784	17	16	2	0.508928571428571
STYXL2	ENSG00000198842.10	ENSG00000198842	ENST00000361200.7	protein_coding	136	0	0	0	0	0	0	0	0	0.573529411764706	557	12	10	3	0.457809694793537
SREBF2	ENSG00000198911.12	ENSG00000198911	ENST00000361204.9	protein_coding	166	2	2	0	0	0	0	0	3	0.765060240963855	1645	30	26	3	0.538601823708207
ATP1A2	ENSG00000018625.15	ENSG00000018625	ENST00000361216.8	protein_coding	103	0	0	0	0	0	0	0	0	0.650485436893204	2269	39	37	3	0.472014103129132
DENND4B	ENSG00000198837.10	ENSG00000198837	ENST00000361217.9	protein_coding	441	2	2	0	0	0	0	0	2	0.786848072562358	796	13	13	3	0.494974874371859
SERBP1	ENSG00000142864.15	ENSG00000142864	ENST00000361219.11	protein_coding	102	0	0	0	0	0	0	0	0	0.696078431372549	5397	104	103	3	0.346118213822494
ARHGEF10L	ENSG00000074964.17	ENSG00000074964	ENST00000361221.8	protein_coding	296	1	1	0	0	0	0	0	3	0.817567567567568	489	5	4	3	0.492842535787321
RUSC2	ENSG00000198853.12	ENSG00000198853	ENST00000361226.8	protein_coding	154	2	1	1	0	1	2	1	2	0.62987012987013	513	6	1	1	0.563352826510721
RASSF9	ENSG00000198774.5	ENSG00000198774	ENST00000361228.5	protein_coding	208	1	1	0	0	0	0	0	1	0.5	3999	73	73	3	0.325331332833208
ATG9A	ENSG00000198925.12	ENSG00000198925	ENST00000361242.9	protein_coding	183	1	0	0	0	0	1	2	0	0.693989071038251	1067	9	9	3	0.597938144329897
CDC42BPB	ENSG00000198752.11	ENSG00000198752	ENST00000361246.7	protein_coding	376	2	2	0	0	0	0	0	2	0.835106382978723	1332	16	16	3	0.5503003003003
ARHGEF2	ENSG00000116584.20	ENSG00000116584	ENST00000361247.9	protein_coding	120	0	0	0	0	0	0	0	0	0.708333333333333	1088	15	14	3	0.490808823529412
C8A	ENSG00000157131.11	ENSG00000157131	ENST00000361249.4	protein_coding	105	0	0	0	0	0	0	0	0	0.419047619047619	507	8	7	2	0.372781065088757
SPOUT1	ENSG00000198917.13	ENSG00000198917	ENST00000361256.10	protein_coding	14	0	0	0	0	0	0	0	0	0.642857142857143	3114	39	37	3	0.584457289659602
DCAF12	ENSG00000198876.13	ENSG00000198876	ENST00000361264.9	protein_coding	267	2	0	2	0	2	4	1	0	0.659176029962547	1963	19	17	3	0.41110545084055
HACD1	ENSG00000165996.14	ENSG00000165996	ENST00000361271.8	protein_coding	35	0	0	0	0	0	0	0	0	0.771428571428571	1332	31	31	3	0.346846846846847
CNOT7	ENSG00000198791.12	ENSG00000198791	ENST00000361272.9	protein_coding	278	4	4	0	0	0	0	0	2	0.571942446043166	5754	115	114	3	0.337851929092805
CHAMP1	ENSG00000198824.7	ENSG00000198824	ENST00000361283.4	protein_coding	319	2	2	0	0	0	0	0	2	0.561128526645768	1041	25	21	2	0.33045148895293
TAF11	ENSG00000064995.18	ENSG00000064995	ENST00000361288.9	protein_coding	85	0	0	0	0	0	0	0	0	0.6	1128	16	16	3	0.398936170212766
MAST2	ENSG00000086015.22	ENSG00000086015	ENST00000361297.7	protein_coding	284	2	2	0	0	0	0	0	3	0.753521126760563	56	1	0	0	0.428571428571429
BEX3	ENSG00000166681.14	ENSG00000166681	ENST00000361298.9	protein_coding	167	0	0	0	0	0	0	0	0	0.658682634730539	337	7	7	2	0.332344213649852
EGFL6	ENSG00000198759.12	ENSG00000198759	ENST00000361306.6	protein_coding	261	0	0	0	0	0	0	0	0	0.739463601532567	480	11	9	3	0.3
CD47	ENSG00000196776.17	ENSG00000196776	ENST00000361309.6	protein_coding	123	0	0	0	0	0	0	0	0	0.804878048780488	4197	77	77	3	0.354062425542054
GPX7	ENSG00000116157.6	ENSG00000116157	ENST00000361314.5	protein_coding	39	0	0	0	0	0	0	0	0	0.692307692307692	626	12	10	2	0.408945686900958
LRRTM3	ENSG00000198739.11	ENSG00000198739	ENST00000361320.5	protein_coding	548	10	10	0	0	0	0	0	3	0.487226277372263	3755	68	68	3	0.311318242343542
CAMK1G	ENSG00000008118.10	ENSG00000008118	ENST00000361322.3	protein_coding	88	0	0	0	0	0	0	0	0	0.568181818181818	937	14	11	2	0.535752401280683
TOP1	ENSG00000198900.7	ENSG00000198900	ENST00000361337.3	protein_coding	246	1	1	0	0	0	0	0	1	0.711382113821138	1190	17	15	3	0.342016806722689
FOXJ3	ENSG00000198815.9	ENSG00000198815	ENST00000361346.6	protein_coding	194	1	1	0	0	0	0	0	1	0.737113402061856	3162	75	74	3	0.399430740037951
NCKAP1	ENSG00000061676.15	ENSG00000061676	ENST00000361354.9	protein_coding	358	1	1	0	0	0	0	0	3	0.801675977653631	16587	349	349	3	0.382166757098933
POU3F3	ENSG00000198914.5	ENSG00000198914	ENST00000361360.4	protein_coding	1396	6	6	0	0	0	0	0	2	0.646848137535817	1561	15	14	3	0.481101857783472
FAM189B	ENSG00000160767.21	ENSG00000160767	ENST00000361361.7	protein_coding	606	4	2	2	0	2	4	2	2	0.714521452145215	577	11	10	3	0.507798960138648
ZFP2	ENSG00000198939.8	ENSG00000198939	ENST00000361362.7	protein_coding	511	8	7	1	0	1	2	1	3	0.50293542074364	513	18	14	3	0.352826510721248
EIF1AY	ENSG00000198692.10	ENSG00000198692	ENST00000361365.7	protein_coding	96	0	0	0	0	0	0	0	0	0.572916666666667	808	15	15	3	0.301980198019802
CTR9	ENSG00000198730.9	ENSG00000198730	ENST00000361367.7	protein_coding	167	0	0	0	0	0	0	0	0	0.652694610778443	641	14	14	2	0.318252730109204
SMURF1	ENSG00000198742.10	ENSG00000198742	ENST00000361368.7	protein_coding	328	0	0	0	0	0	0	0	0	0.798780487804878	3144	50	48	3	0.488549618320611
LTN1	ENSG00000198862.14	ENSG00000198862	ENST00000361371.10	protein_coding	72	0	0	0	0	0	0	0	0	0.611111111111111	2304	38	37	3	0.3046875
LDB3	ENSG00000122367.20	ENSG00000122367	ENST00000361373.9	protein_coding	83	0	0	0	0	0	0	0	0	0.63855421686747	3096	40	38	3	0.43733850129199
TNNI1	ENSG00000159173.19	ENSG00000159173	ENST00000361379.9	protein_coding	77	0	0	0	0	0	0	0	0	0.623376623376623	5469	75	74	3	0.537209727555312
CTNNBL1	ENSG00000132792.19	ENSG00000132792	ENST00000361383.11	protein_coding	93	0	0	0	0	0	0	0	0	0.67741935483871	105	1	1	3	0.485714285714286
DCLRE1A	ENSG00000198924.8	ENSG00000198924	ENST00000361384.7	protein_coding	900	16	15	1	0	1	2	1	3	0.404444444444444	427	12	12	2	0.339578454332553
KIAA0753	ENSG00000198920.11	ENSG00000198920	ENST00000361413.8	protein_coding	143	2	2	0	0	0	0	0	3	0.608391608391608	1600	27	27	3	0.4275
KIF21A	ENSG00000139116.19	ENSG00000139116	ENST00000361418.10	protein_coding	150	1	1	0	0	0	0	0	3	0.773333333333333	1196	34	33	3	0.297658862876254
IGSF1	ENSG00000147255.19	ENSG00000147255	ENST00000361420.8	protein_coding	160	1	1	0	0	0	0	0	1	0.55625	290	3	3	2	0.437931034482759
TOX	ENSG00000198846.6	ENSG00000198846	ENST00000361421.2	protein_coding	160	2	2	0	0	0	0	0	1	0.4	2335	41	40	3	0.338758029978587
HMGN2	ENSG00000198830.11	ENSG00000198830	ENST00000361427.6	protein_coding	173	0	0	0	0	0	0	0	0	0.658959537572254	1494	34	33	3	0.402275769745649
ZNF318	ENSG00000171467.16	ENSG00000171467	ENST00000361428.3	protein_coding	282	0	0	0	0	0	0	0	0	0.804964539007092	1088	24	24	3	0.372242647058824
DENND10	ENSG00000119979.18	ENSG00000119979	ENST00000361432.3	protein_coding	30	0	0	0	0	0	0	0	0	0.8	1337	25	25	3	0.341810022438295
RPL12	ENSG00000197958.13	ENSG00000197958	ENST00000361436.10	protein_coding	89	0	0	0	0	0	0	0	0	0.651685393258427	47	0	0	0	0.361702127659575
NSMCE1	ENSG00000169189.17	ENSG00000169189	ENST00000361439.9	protein_coding	78	1	0	1	0	1	2	2	0	0.615384615384615	163	1	0	0	0.558282208588957
APOBEC3C	ENSG00000244509.4	ENSG00000244509	ENST00000361441.5	protein_coding	106	0	0	0	0	0	0	0	0	0.5	1965	39	37	3	0.495165394402036
MTOR	ENSG00000198793.13	ENSG00000198793	ENST00000361445.9	protein_coding	121	0	0	0	0	0	0	0	0	0.743801652892562	950	21	21	3	0.425263157894737
TOGARAM1	ENSG00000198718.13	ENSG00000198718	ENST00000361462.7	protein_coding	232	1	0	1	0	1	2	3	0	0.625	870	27	27	2	0.293103448275862
OGA	ENSG00000198408.14	ENSG00000198408	ENST00000361464.8	protein_coding	422	0	0	0	0	0	0	0	0	0.677725118483412	2001	38	38	3	0.384807596201899
MYBPC1	ENSG00000196091.15	ENSG00000196091	ENST00000361466.7	protein_coding	100	0	0	0	0	0	0	0	0	0.51	466	6	4	2	0.371244635193133
MAGEE1	ENSG00000198934.5	ENSG00000198934	ENST00000361470.4	protein_coding	221	0	0	0	0	0	0	0	0	0.574660633484163	538	13	11	2	0.345724907063197
NRG2	ENSG00000158458.21	ENSG00000158458	ENST00000361474.6	protein_coding	230	1	0	1	0	1	2	2	0	0.721739130434783	1136	12	12	3	0.485035211267606
TGM2	ENSG00000198959.12	ENSG00000198959	ENST00000361475.7	protein_coding	72	0	0	0	0	0	0	0	0	0.736111111111111	2834	47	46	3	0.501764290755116
MPHOSPH8	ENSG00000196199.14	ENSG00000196199	ENST00000361479.10	protein_coding	90	1	0	1	0	1	2	1	0	0.666666666666667	1566	27	23	3	0.435504469987229
LRRC10	ENSG00000198812.5	ENSG00000198812	ENST00000361484.5	protein_coding	69	1	0	1	0	1	2	2	0	0.695652173913044	1441	29	29	3	0.438584316446912
PAX9	ENSG00000198807.13	ENSG00000198807	ENST00000361487.7	protein_coding	230	1	0	1	0	1	2	2	0	0.604347826086957	2910	63	61	3	0.349484536082474
HPS1	ENSG00000107521.20	ENSG00000107521	ENST00000361490.9	protein_coding	234	3	0	3	0	3	6	2	0	0.692307692307692	1366	17	17	3	0.545387994143485
GLI2	ENSG00000074047.22	ENSG00000074047	ENST00000361492.9	protein_coding	448	4	4	0	0	0	0	0	3	0.71875	1978	38	36	3	0.475227502527806
PNP	ENSG00000198805.12	ENSG00000198805	ENST00000361505.10	protein_coding	119	0	0	0	0	0	0	0	0	0.630252100840336	488	5	5	2	0.461065573770492
GAB2	ENSG00000033327.13	ENSG00000033327	ENST00000361507.5	protein_coding	100	0	0	0	0	0	0	0	0	0.85	3979	67	66	3	0.531289268660467
OPA1	ENSG00000198836.11	ENSG00000198836	ENST00000361510.8	protein_coding	170	1	0	1	0	1	2	1	0	0.735294117647059	3211	71	71	3	0.338835253815011
FCRL2	ENSG00000132704.16	ENSG00000132704	ENST00000361516.8	protein_coding	59	0	0	0	0	0	0	0	0	0.440677966101695	1003	20	20	3	0.371884346959123
ZNF511	ENSG00000198546.15	ENSG00000198546	ENST00000361518.10	protein_coding	30	0	0	0	0	0	0	0	0	0.866666666666667	295	4	4	2	0.545762711864407
ACOT7	ENSG00000097021.20	ENSG00000097021	ENST00000361521.9	protein_coding	368	0	0	0	0	0	0	0	0	0.760869565217391	325	4	2	3	0.52
ZNF521	ENSG00000198795.11	ENSG00000198795	ENST00000361524.8	protein_coding	163	3	0	3	0	3	6	2	0	0.56441717791411	788	19	16	3	0.342639593908629
SLC25A47	ENSG00000140107.12	ENSG00000140107	ENST00000361529.5	protein_coding	76	0	0	0	0	0	0	0	0	0.671052631578947	776	10	8	2	0.646907216494845
CNKSR1	ENSG00000142675.18	ENSG00000142675	ENST00000361530.11	protein_coding	57	0	0	0	0	0	0	0	0	0.596491228070175	336	2	0	0	0.544642857142857
MRPL24	ENSG00000143314.12	ENSG00000143314	ENST00000361531.6	protein_coding	137	1	1	0	0	0	0	0	1	0.583941605839416	95	2	1	1	0.526315789473684
BRINP2	ENSG00000198797.7	ENSG00000198797	ENST00000361539.5	protein_coding	851	8	7	1	0	1	2	2	2	0.605170387779083	894	10	10	3	0.461968680089485
SELENON	ENSG00000162430.18	ENSG00000162430	ENST00000361547.7	protein_coding	38	0	0	0	0	0	0	0	0	0.868421052631579	2503	37	37	3	0.572512984418698
GRHL3	ENSG00000158055.16	ENSG00000158055	ENST00000361548.9	protein_coding	195	1	1	0	0	0	0	0	2	0.543589743589744	830	15	14	3	0.46144578313253
OSTC	ENSG00000198856.13	ENSG00000198856	ENST00000361564.9	protein_coding	57	0	0	0	0	0	0	0	0	0.68421052631579	555	13	13	3	0.322522522522523
IPO9	ENSG00000198700.10	ENSG00000198700	ENST00000361565.9	protein_coding	53	0	0	0	0	0	0	0	0	0.735849056603774	8237	138	138	3	0.44555056452592
KRT19	ENSG00000171345.13	ENSG00000171345	ENST00000361566.7	protein_coding	61	0	0	0	0	0	0	0	0	0.688524590163934	126	2	1	3	0.563492063492063
SLC9A8	ENSG00000197818.12	ENSG00000197818	ENST00000361573.3	protein_coding	95	0	0	0	0	0	0	0	0	0.726315789473684	4306	62	59	3	0.559219693450999
R3HDM4	ENSG00000198858.10	ENSG00000198858	ENST00000361574.10	protein_coding	62	0	0	0	0	0	0	0	0	0.806451612903226	934	10	9	3	0.56423982869379
RPL39	ENSG00000198918.8	ENSG00000198918	ENST00000361575.4	protein_coding	54	0	0	0	0	0	0	0	0	0.611111111111111	180	7	7	3	0.388888888888889
KIFAP3	ENSG00000075945.13	ENSG00000075945	ENST00000361580.7	protein_coding	228	0	0	0	0	0	0	0	0	0.662280701754386	347	11	10	2	0.345821325648415
DZIP3	ENSG00000198919.13	ENSG00000198919	ENST00000361582.8	protein_coding	190	3	3	0	0	0	0	0	3	0.468421052631579	1487	30	29	3	0.363819771351715
ZFP69B	ENSG00000187801.15	ENSG00000187801	ENST00000361584.5	protein_coding	486	8	8	0	0	0	0	0	2	0.508230452674897	126	2	0	0	0.317460317460317
C1orf174	ENSG00000198912.12	ENSG00000198912	ENST00000361605.4	protein_coding	86	0	0	0	0	0	0	0	0	0.779069767441861	827	18	17	3	0.420798065296252
PSMB5	ENSG00000100804.19	ENSG00000100804	ENST00000361611.11	protein_coding	19	0	0	0	0	0	0	0	0	0.526315789473684	233	4	3	1	0.416309012875536
MFAP3L	ENSG00000198948.12	ENSG00000198948	ENST00000361618.4	protein_coding	295	3	3	0	0	0	0	0	3	0.640677966101695	4776	110	110	3	0.374790619765494
ARHGAP11A	ENSG00000198826.11	ENSG00000198826	ENST00000361627.8	protein_coding	708	5	5	0	0	0	0	0	2	0.596045197740113	2096	57	56	3	0.338740458015267
AKR7A3	ENSG00000162482.5	ENSG00000162482	ENST00000361640.5	protein_coding	61	0	0	0	0	0	0	0	0	0.721311475409836	158	2	1	3	0.386075949367089
MAGEB3	ENSG00000198798.6	ENSG00000198798	ENST00000361644.4	protein_coding	516	4	4	0	0	0	0	0	3	0.565891472868217	530	11	9	3	0.30377358490566
TEX45	ENSG00000198723.11	ENSG00000198723	ENST00000361664.7	protein_coding	152	2	2	0	0	0	0	0	2	0.532894736842105	20	1	0	0	0.45
GRM3	ENSG00000198822.11	ENSG00000198822	ENST00000361669.7	protein_coding	1104	12	12	0	0	0	0	0	2	0.567028985507246	524	10	10	3	0.324427480916031
NAA35	ENSG00000135040.16	ENSG00000135040	ENST00000361671.10	protein_coding	133	1	0	1	0	1	2	1	0	0.706766917293233	3502	72	71	3	0.406053683609366
ALPK2	ENSG00000198796.7	ENSG00000198796	ENST00000361673.4	protein_coding	348	9	8	1	0	1	2	2	3	0.482758620689655	576	8	8	2	0.442708333333333
CALD1	ENSG00000122786.20	ENSG00000122786	ENST00000361675.7	protein_coding	245	0	0	0	0	0	0	0	0	0.485714285714286	2384	53	52	3	0.333473154362416
COMT	ENSG00000093010.15	ENSG00000093010	ENST00000361682.11	protein_coding	217	0	0	0	0	0	0	0	0	0.700460829493088	1239	11	11	3	0.554479418886199
UTS2	ENSG00000049247.14	ENSG00000049247	ENST00000361696.10	protein_coding	62	0	0	0	0	0	0	0	0	0.467741935483871	154	3	2	2	0.350649350649351
ANKRD30A	ENSG00000148513.19	ENSG00000148513	ENST00000361713.2	protein_coding	190	0	0	0	0	0	0	0	0	0.642105263157895	280	5	3	1	0.385714285714286
TIFA	ENSG00000145365.11	ENSG00000145365	ENST00000361717.4	protein_coding	283	0	0	0	0	0	0	0	0	0.703180212014134	3325	69	69	3	0.366315789473684
GPATCH3	ENSG00000198746.13	ENSG00000198746	ENST00000361720.10	protein_coding	25	1	1	0	0	0	0	0	2	0.44	522	2	2	2	0.5727969348659
DLX1	ENSG00000144355.15	ENSG00000144355	ENST00000361725.5	protein_coding	171	3	3	0	0	0	0	0	2	0.467836257309942	1417	18	18	3	0.466478475652788
GJB1	ENSG00000169562.13	ENSG00000169562	ENST00000361726.7	protein_coding	128	3	2	1	0	1	2	1	2	0.6484375	957	11	10	3	0.524555903866249
CNTNAP2	ENSG00000174469.23	ENSG00000174469	ENST00000361727.8	protein_coding	76	0	0	0	0	0	0	0	0	0.671052631578947	5382	105	104	3	0.388703084355258
E2F2	ENSG00000007968.7	ENSG00000007968	ENST00000361729.3	protein_coding	440	1	1	0	0	0	0	0	2	0.727272727272727	3442	47	47	3	0.535153980244044
SFT2D1	ENSG00000198818.10	ENSG00000198818	ENST00000361731.4	protein_coding	64	0	0	0	0	0	0	0	0	0.6875	489	9	9	2	0.269938650306748
MAP3K3	ENSG00000198909.8	ENSG00000198909	ENST00000361733.8	protein_coding	343	3	3	0	0	0	0	0	2	0.793002915451895	2528	37	37	3	0.555379746835443
EEF1AKNMT	ENSG00000010165.20	ENSG00000010165	ENST00000361735.4	protein_coding	308	5	5	0	0	0	0	0	3	0.548701298701299	960	18	17	3	0.423958333333333
QKI	ENSG00000112531.17	ENSG00000112531	ENST00000361752.8	protein_coding	476	0	0	0	0	0	0	0	0	0.84453781512605	7882	171	171	3	0.345470692717584
RNF121	ENSG00000137522.18	ENSG00000137522	ENST00000361756.8	protein_coding	16	0	0	0	0	0	0	0	0	0.75	1282	20	19	3	0.539781591263651
SBNO2	ENSG00000064932.16	ENSG00000064932	ENST00000361757.8	protein_coding	223	3	3	0	0	0	0	0	3	0.766816143497758	582	6	5	2	0.623711340206186
CD3E	ENSG00000198851.10	ENSG00000198851	ENST00000361763.9	protein_coding	106	2	1	1	0	1	2	1	2	0.5	631	7	5	3	0.551505546751189
SGMS1	ENSG00000198964.14	ENSG00000198964	ENST00000361781.7	protein_coding	933	15	15	0	0	0	0	0	3	0.531618435155413	1542	37	37	3	0.309987029831388
CIPC	ENSG00000198894.8	ENSG00000198894	ENST00000361786.7	protein_coding	156	4	4	0	0	0	0	0	3	0.634615384615385	2969	56	55	3	0.407881441562816
L3MBTL3	ENSG00000198945.8	ENSG00000198945	ENST00000361794.7	protein_coding	178	1	1	0	0	0	0	0	1	0.460674157303371	1685	34	34	3	0.348961424332344
RNF220	ENSG00000187147.18	ENSG00000187147	ENST00000361799.7	protein_coding	393	3	3	0	0	0	0	0	2	0.603053435114504	948	17	17	3	0.542194092827004
SMC3	ENSG00000108055.10	ENSG00000108055	ENST00000361804.5	protein_coding	122	0	0	0	0	0	0	0	0	0.721311475409836	1746	29	28	3	0.312714776632302
ZNF485	ENSG00000198298.13	ENSG00000198298	ENST00000361807.8	protein_coding	163	0	0	0	0	0	0	0	0	0.638036809815951	535	12	11	3	0.375700934579439
SMG5	ENSG00000198952.8	ENSG00000198952	ENST00000361813.5	protein_coding	145	1	1	0	0	0	0	0	3	0.779310344827586	1363	9	9	3	0.600146735143067
GRIN3A	ENSG00000198785.7	ENSG00000198785	ENST00000361820.6	protein_coding	668	4	4	0	0	0	0	0	2	0.669161676646707	3822	66	66	3	0.434850863422292
ZNF277	ENSG00000198839.10	ENSG00000198839	ENST00000361822.8	protein_coding	22	0	0	0	0	0	0	0	0	0.5	1205	29	29	3	0.352697095435685
HORMAD1	ENSG00000143452.16	ENSG00000143452	ENST00000361824.7	protein_coding	125	2	2	0	0	0	0	0	2	0.552	594	12	12	3	0.271043771043771
ASTN1	ENSG00000152092.16	ENSG00000152092	ENST00000361833.7	protein_coding	36	0	0	0	0	0	0	0	0	0.694444444444445	3217	54	54	3	0.453528131799814
FCRL5	ENSG00000143297.19	ENSG00000143297	ENST00000361835.8	protein_coding	153	2	2	0	0	0	0	0	1	0.464052287581699	2298	43	43	3	0.504351610095735
TEDC2	ENSG00000162062.15	ENSG00000162062	ENST00000361837.9	protein_coding	36	0	0	0	0	0	0	0	0	0.638888888888889	295	3	3	2	0.576271186440678
SPRYD7	ENSG00000123178.15	ENSG00000123178	ENST00000361840.8	protein_coding	105	0	0	0	0	0	0	0	0	0.733333333333333	2361	42	40	3	0.367217280813215
XAF1	ENSG00000132530.17	ENSG00000132530	ENST00000361842.8	protein_coding	33	0	0	0	0	0	0	0	0	0.515151515151515	2478	45	45	3	0.398305084745763
MOK	ENSG00000080823.23	ENSG00000080823	ENST00000361847.7	protein_coding	196	1	1	0	0	0	0	0	3	0.607142857142857	453	5	5	2	0.560706401766004
COL6A1	ENSG00000142156.16	ENSG00000142156	ENST00000361866.8	protein_coding	81	0	0	0	0	0	0	0	0	0.753086419753086	1035	7	6	2	0.581642512077295
MSRB1	ENSG00000198736.12	ENSG00000198736	ENST00000361871.8	protein_coding	43	0	0	0	0	0	0	0	0	0.744186046511628	883	11	9	3	0.574178935447339
KRTAP1-5	ENSG00000221852.5	ENSG00000221852	ENST00000361883.6	protein_coding	53	0	0	0	0	0	0	0	0	0.452830188679245	605	11	11	3	0.368595041322314
