obs.AAA,obs.AAT,obs.AAC,obs.AAG,obs.ATA,obs.ATT,obs.ATC,obs.ATG,obs.ACA,obs.ACT,obs.ACC,obs.ACG,obs.AGA,obs.AGT,obs.AGC,obs.AGG,obs.TAA,obs.TAT,obs.TAC,obs.TAG,obs.TTA,obs.TTT,obs.TTC,obs.TTG,obs.TCA,obs.TCT,obs.TCC,obs.TCG,obs.TGA,obs.TGT,obs.TGC,obs.TGG,obs.CAA,obs.CAT,obs.CAC,obs.CAG,obs.CTA,obs.CTT,obs.CTC,obs.CTG,obs.CCA,obs.CCT,obs.CCC,obs.CCG,obs.CGA,obs.CGT,obs.CGC,obs.CGG,obs.GAA,obs.GAT,obs.GAC,obs.GAG,obs.GTA,obs.GTT,obs.GTC,obs.GTG,obs.GCA,obs.GCT,obs.GCC,obs.GCG,obs.GGA,obs.GGT,obs.GGC,obs.GGG,ensgid_version,enstid_version
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,1,0,4,0,0,1,2,0,0,1,0,4,1,0,1,ENSG00000106785.15,ENST00000341469.7
1,0,1,0,0,0,0,0,4,1,3,1,1,2,8,1,0,0,0,0,0,0,2,0,1,2,2,4,1,0,2,2,2,0,4,7,0,2,4,3,2,4,10,14,4,2,13,4,0,0,3,5,0,0,3,2,6,2,15,4,2,1,4,0,ENSG00000162772.17,ENST00000341491.9
1,0,1,0,0,0,1,0,1,1,1,0,4,0,1,1,0,0,0,0,0,2,1,0,1,4,6,0,2,1,0,2,0,0,0,3,0,1,6,5,1,5,2,1,0,1,1,0,1,1,2,1,0,0,2,0,0,3,0,1,0,0,2,2,ENSG00000188056.12,ENST00000341495.7
0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,2,1,0,3,3,1,1,6,11,0,1,0,4,0,0,0,1,1,2,4,14,2,0,12,5,ENSG00000107331.18,ENST00000341511.11
2,3,2,0,2,2,2,2,0,2,2,2,2,1,5,5,2,1,2,3,2,3,1,5,1,2,2,1,3,5,5,2,1,1,1,4,1,2,2,5,4,1,0,5,1,3,5,1,3,3,1,6,3,4,1,3,2,5,6,2,6,2,0,0,ENSG00000165240.22,ENST00000341514.11
1,0,1,1,0,0,2,1,1,0,2,0,1,0,4,4,1,0,0,0,1,0,1,0,0,1,2,2,1,0,2,3,0,2,1,3,0,0,2,3,3,2,0,4,2,1,5,11,1,1,0,6,0,2,0,2,2,2,5,11,4,3,11,8,ENSG00000139990.18,ENST00000341516.10
2,1,2,4,2,3,1,1,2,3,3,2,8,1,12,12,3,3,1,1,1,2,6,1,3,5,10,7,3,2,6,4,1,3,4,13,4,4,10,11,5,11,13,13,3,5,21,17,3,1,3,14,1,1,8,3,11,10,16,22,7,4,22,12,ENSG00000184588.18,ENST00000341517.9
1,0,3,0,0,0,2,0,4,1,0,4,1,1,2,2,0,0,0,0,0,0,1,0,3,1,4,0,0,1,0,2,1,1,3,6,0,0,4,3,2,4,3,0,1,0,1,2,3,1,2,0,0,1,1,0,2,1,2,0,4,0,2,1,ENSG00000179776.19,ENST00000341529.8
6,4,7,10,5,9,7,4,7,6,4,3,11,9,8,15,5,4,4,8,8,5,10,8,5,12,9,5,7,6,7,7,9,7,5,12,5,6,7,10,8,6,3,4,3,7,7,5,7,9,6,13,4,11,7,6,12,4,5,9,14,5,8,6,ENSG00000151500.15,ENST00000341541.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,ENSG00000111653.20,ENST00000341550.9
0,2,1,0,1,3,3,2,2,0,0,2,1,2,0,1,0,2,1,0,1,3,3,2,2,4,1,0,2,0,0,3,2,2,1,1,1,2,0,1,1,0,0,0,1,1,0,1,1,2,1,3,0,1,1,0,1,0,0,1,3,0,2,0,ENSG00000181378.14,ENST00000341552.10
1,1,2,1,0,0,1,1,0,1,3,3,4,1,10,1,0,0,0,1,0,0,1,2,1,2,1,3,3,0,4,6,0,0,2,5,1,1,1,7,4,2,10,16,4,3,13,18,4,2,2,9,0,2,4,3,2,5,18,15,6,5,14,8,ENSG00000106609.16,ENST00000341567.8
1,0,1,1,1,0,0,1,3,3,2,0,2,0,5,3,0,1,2,1,0,0,0,0,0,0,1,0,1,1,1,3,1,1,2,7,2,0,0,5,4,2,1,1,0,0,1,0,1,0,4,1,1,0,1,0,3,2,4,0,3,1,2,1,ENSG00000170099.6,ENST00000341584.4
0,0,1,1,0,1,0,0,2,0,2,1,0,1,8,4,0,0,0,2,1,0,1,1,0,0,3,2,0,1,1,0,0,0,2,4,1,1,3,1,3,3,4,10,3,0,11,6,2,0,2,6,0,1,1,0,1,3,11,7,7,0,3,1,ENSG00000073712.15,ENST00000341590.8
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,1,3,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,3,0,2,1,0,1,2,1,ENSG00000185722.18,ENST00000341657.9
0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,ENSG00000187806.9,ENST00000341689.4
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000138777.20,ENST00000341695.10
2,0,5,5,0,3,3,1,2,13,6,2,5,4,13,11,0,0,4,2,2,6,11,2,6,9,20,12,6,3,10,3,8,3,9,11,3,9,19,13,16,14,18,19,9,8,13,15,2,4,5,14,1,3,13,6,8,9,22,13,6,8,15,12,ENSG00000156049.7,ENST00000341700.7
0,0,0,1,0,1,1,0,1,0,3,2,0,1,0,3,0,1,1,0,1,0,0,2,1,2,1,0,2,1,2,3,0,1,2,3,1,2,2,3,3,4,2,0,0,2,0,0,1,0,3,0,0,0,1,3,1,1,3,0,3,0,3,2,ENSG00000196131.6,ENST00000341702.3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,ENSG00000188095.6,ENST00000341735.5
2,1,2,1,0,1,1,2,0,4,5,2,2,0,14,8,0,0,0,1,0,1,1,3,2,3,7,2,3,0,7,3,0,2,3,7,1,3,8,8,4,6,19,32,9,2,24,29,4,1,6,15,0,0,5,0,6,7,30,32,12,2,26,10,ENSG00000124225.16,ENST00000341744.8
1,2,5,3,2,0,4,1,5,4,7,8,1,5,8,11,0,1,3,3,1,1,5,2,5,5,15,4,3,2,3,7,5,2,10,9,2,4,13,7,11,11,12,13,5,5,13,9,5,2,6,8,2,4,5,5,6,8,13,8,13,4,10,8,ENSG00000188368.11,ENST00000341747.8
1,0,1,2,0,1,1,0,1,1,0,0,5,0,3,3,0,0,0,0,0,1,0,1,0,1,2,0,1,1,1,1,0,1,0,4,0,0,1,3,2,0,0,1,0,0,1,0,3,1,1,4,0,0,1,0,2,2,1,0,3,0,1,1,ENSG00000229292.2,ENST00000341750.5
0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,2,0,0,0,1,0,0,0,0,1,2,4,4,0,0,3,1,0,0,4,3,1,0,5,4,3,3,6,12,0,4,9,6,0,0,0,2,0,0,4,0,3,5,12,4,2,0,7,0,ENSG00000187957.8,ENST00000341772.5
8,9,7,11,2,14,6,5,6,6,6,4,5,6,3,7,5,6,3,1,7,32,17,11,7,9,7,8,8,9,7,5,13,4,7,5,3,13,4,7,9,4,3,0,1,5,2,6,9,8,5,5,3,8,4,8,7,8,0,2,13,1,5,5,ENSG00000008083.14,ENST00000341776.7
0,1,2,1,1,0,0,2,0,4,3,5,1,4,9,3,0,0,1,2,1,3,2,2,5,1,3,3,5,4,8,4,1,0,4,5,0,2,5,12,4,4,8,13,3,5,14,8,3,2,5,8,1,3,5,4,1,10,15,11,9,1,5,6,ENSG00000143340.7,ENST00000341785.5
2,0,0,1,0,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,2,4,1,1,5,5,0,0,0,5,2,1,0,0,3,0,5,8,5,2,6,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,4,3,0,2,1,1,0,ENSG00000189182.10,ENST00000341809.8
0,0,1,0,1,0,0,0,0,2,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,2,1,0,1,2,1,2,0,0,0,1,0,2,3,2,0,0,0,3,1,1,2,11,0,1,2,0,1,3,0,2,1,2,1,11,1,2,11,2,ENSG00000248333.9,ENST00000341832.11
2,0,2,3,0,0,1,0,1,1,3,1,2,0,5,1,0,1,0,0,0,0,0,0,2,0,2,0,2,0,3,0,2,0,2,4,1,0,2,5,3,6,3,1,1,0,1,0,3,0,1,1,0,0,1,0,2,1,5,0,0,1,0,0,ENSG00000137699.17,ENST00000341846.10
0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,1,0,2,0,0,0,0,0,0,3,2,0,1,0,1,1,0,1,1,0,2,1,1,0,0,1,1,0,1,0,1,2,0,1,0,ENSG00000187325.5,ENST00000341864.6
0,0,0,2,0,1,0,1,1,0,2,1,2,3,2,6,0,0,0,1,0,1,3,1,1,0,5,0,1,1,4,4,1,1,1,5,0,1,0,6,0,5,6,6,1,1,5,11,1,0,3,6,1,2,3,2,6,2,4,10,6,3,12,10,ENSG00000188112.9,ENST00000341865.9
1,0,1,3,0,0,0,0,0,2,5,4,0,1,2,7,0,0,1,0,0,0,2,0,2,2,5,2,0,2,0,2,2,0,5,3,0,1,6,0,2,1,6,12,4,4,7,7,2,0,4,4,1,1,3,4,6,1,5,6,6,2,8,2,ENSG00000187824.9,ENST00000341871.8
1,0,0,2,0,3,0,0,2,0,0,1,2,0,5,1,0,2,1,1,3,0,0,1,0,0,1,0,0,0,1,1,3,0,1,2,0,0,1,1,1,1,0,1,0,0,1,2,0,1,1,2,1,1,0,0,3,1,2,1,2,2,0,1,ENSG00000182504.11,ENST00000341893.8
5,3,5,16,1,4,9,3,9,9,12,5,19,3,30,14,2,1,3,6,2,1,4,3,6,3,21,5,3,0,8,8,12,4,9,24,6,5,16,9,21,17,36,34,14,3,20,35,11,9,17,21,3,0,5,4,14,8,39,27,20,6,31,25,ENSG00000188322.8,ENST00000341901.5
1,1,2,0,1,0,1,0,1,2,2,1,1,0,6,4,1,1,0,0,1,3,4,0,1,4,13,2,2,1,3,0,1,0,1,6,0,4,13,3,1,13,5,8,0,1,9,12,1,0,2,5,0,1,1,3,5,2,7,13,5,3,8,4,ENSG00000118513.20,ENST00000341911.10
0,1,2,0,0,0,2,0,1,0,1,2,1,2,1,1,0,0,0,1,0,0,0,0,1,1,4,0,1,0,2,0,2,0,2,1,1,0,2,3,2,3,5,6,2,0,8,2,1,1,1,3,0,0,2,0,1,2,6,4,1,0,2,1,ENSG00000082397.18,ENST00000341928.7
0,1,2,3,1,4,4,2,4,4,4,0,5,4,5,3,1,1,4,1,2,6,4,4,6,5,2,0,9,2,7,5,1,6,5,4,4,6,2,12,3,5,2,2,0,0,1,1,4,3,2,8,0,0,3,5,3,10,4,0,4,2,3,3,ENSG00000112486.18,ENST00000341935.10
0,0,0,3,0,0,1,0,0,1,2,0,1,0,4,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,2,0,1,3,1,1,1,2,1,0,0,1,3,0,1,1,1,0,0,0,1,2,1,0,2,1,0,1,ENSG00000188186.11,ENST00000341942.10
0,0,0,1,1,0,1,1,2,0,5,1,1,2,10,5,0,0,0,1,0,1,3,1,5,7,4,2,3,3,5,5,0,3,2,10,0,3,7,13,2,8,7,8,3,3,4,6,1,0,6,6,0,1,7,1,5,8,9,5,6,1,9,7,ENSG00000204248.12,ENST00000341947.7
2,2,5,5,3,2,2,1,3,5,4,2,6,2,7,5,2,2,3,1,2,2,1,1,2,3,7,0,2,1,1,6,3,2,4,9,1,2,5,8,7,4,2,2,0,1,0,3,7,2,3,4,2,0,4,0,6,4,2,0,9,2,3,4,ENSG00000187372.11,ENST00000341948.6
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,ENSG00000178149.17,ENST00000341949.9
2,0,1,0,0,0,0,1,0,1,4,0,3,1,5,3,0,0,0,3,0,0,2,0,1,1,3,0,1,0,2,3,1,0,2,7,1,2,2,5,6,3,4,2,0,0,1,2,1,1,2,1,2,0,1,0,3,5,4,1,1,2,5,6,ENSG00000149043.17,ENST00000341958.4
1,0,0,1,1,0,1,2,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,2,0,1,0,2,0,3,1,1,0,0,2,0,1,1,3,1,1,1,0,0,0,1,0,0,3,0,1,1,0,0,0,1,3,1,1,1,0,1,1,ENSG00000278889.4,ENST00000341959.2
4,2,5,7,2,4,1,4,5,4,6,1,9,5,11,13,3,0,1,3,1,2,1,6,3,2,6,4,9,9,10,12,4,2,4,18,2,2,4,12,11,10,19,18,1,8,14,12,7,7,7,11,2,2,9,14,9,4,27,12,12,9,16,11,ENSG00000187792.5,ENST00000341976.5
7,2,4,11,4,1,7,3,2,2,6,0,7,8,9,3,6,4,1,1,2,1,1,3,2,4,8,2,7,3,3,4,2,6,3,7,2,1,5,6,10,6,9,7,3,3,3,10,9,3,2,7,4,4,3,4,4,2,9,10,5,2,10,5,ENSG00000155886.12,ENST00000341998.7
1,0,2,0,0,0,1,0,1,0,0,2,1,4,1,1,1,0,1,3,2,3,4,2,0,1,4,0,1,1,3,1,1,0,0,3,3,1,0,4,2,2,2,1,0,1,1,2,1,1,0,1,0,7,0,0,1,5,1,1,1,1,2,0,ENSG00000138433.16,ENST00000342016.8
1,1,0,1,1,1,2,0,2,1,2,1,3,0,4,2,0,0,1,0,0,1,2,1,0,2,4,3,2,2,4,1,0,2,5,3,0,3,4,6,5,7,6,1,0,0,5,1,2,1,0,4,0,0,1,2,3,3,7,1,2,1,1,0,ENSG00000106341.11,ENST00000342032.8
3,6,5,5,2,7,2,2,3,5,4,3,6,4,11,10,6,0,2,2,5,5,6,8,1,12,14,6,8,7,7,8,3,6,3,9,2,7,17,13,10,11,14,13,8,3,15,6,7,1,5,15,1,5,5,8,7,14,16,9,7,4,13,9,ENSG00000140092.15,ENST00000342058.9
0,0,0,1,0,1,0,0,0,0,2,2,2,2,1,3,0,0,0,0,0,1,0,3,0,1,4,0,1,2,1,2,1,1,2,3,0,1,3,2,5,4,4,0,1,0,1,1,1,0,2,3,0,1,2,1,2,1,3,1,2,0,4,3,ENSG00000188305.6,ENST00000342063.5
0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,1,1,0,0,1,1,1,0,2,1,0,0,0,1,0,1,1,3,0,0,1,5,2,0,8,3,0,0,2,6,0,0,0,0,1,5,5,7,5,0,4,4,ENSG00000140992.19,ENST00000342085.9
5,5,1,6,1,3,5,2,2,3,6,2,9,3,9,6,5,1,0,5,2,4,6,3,4,4,8,5,3,4,1,1,4,2,7,5,4,5,5,4,3,3,11,21,8,2,19,12,4,3,5,10,4,3,5,0,9,8,13,12,3,2,14,7,ENSG00000159110.21,ENST00000342136.9
0,0,0,0,0,0,0,0,0,2,3,3,0,0,3,0,0,0,1,0,1,1,0,3,4,1,1,0,1,3,3,3,0,0,6,0,0,3,4,6,1,6,0,0,2,1,2,0,0,0,1,2,0,1,2,1,1,4,3,2,1,0,2,0,ENSG00000187581.3,ENST00000342144.3
0,0,2,1,0,0,1,0,0,3,0,3,1,0,2,2,1,1,0,0,1,1,0,3,0,1,2,0,1,3,3,5,0,0,0,2,0,3,1,5,0,0,0,3,1,0,3,6,2,0,3,2,1,1,1,4,2,5,1,2,4,4,5,5,ENSG00000162961.14,ENST00000342166.10
1,1,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,ENSG00000185651.15,ENST00000342192.9
1,1,2,1,1,1,1,2,2,4,0,2,5,2,4,4,2,1,1,5,1,1,1,1,1,1,4,1,4,1,6,2,0,1,0,3,6,0,5,7,0,4,3,6,2,1,5,6,2,2,5,6,1,2,0,3,1,9,6,5,3,2,7,4,ENSG00000117155.17,ENST00000342203.8
0,0,0,1,0,0,1,0,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,3,1,1,0,1,4,0,0,4,2,1,2,0,0,1,2,0,2,0,1,2,3,0,1,1,1,1,2,1,4,2,0,1,3,ENSG00000176435.7,ENST00000342213.3
0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,ENSG00000100593.18,ENST00000342219.9
1,0,0,3,0,0,0,0,1,2,2,1,1,0,8,13,0,0,1,0,0,0,0,0,0,1,1,4,1,1,7,3,1,0,3,4,1,0,2,8,4,2,11,9,4,5,9,15,2,0,2,15,0,0,3,4,3,6,12,19,13,1,17,6,ENSG00000104369.5,ENST00000342232.5
0,1,1,2,0,0,1,0,2,1,1,2,2,1,3,5,1,0,1,2,0,0,0,0,1,0,2,1,1,2,0,1,0,0,0,5,2,0,0,2,2,1,4,6,3,1,3,5,3,0,5,2,2,0,3,2,0,2,6,2,3,3,5,8,ENSG00000166311.10,ENST00000342245.9
0,0,0,0,0,0,1,0,0,1,2,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,1,3,3,0,0,3,1,3,2,4,5,1,2,2,5,0,0,1,2,0,0,2,0,3,1,4,3,2,0,8,4,ENSG00000187513.9,ENST00000342280.5
3,0,4,8,0,2,2,4,1,5,3,2,4,3,8,11,0,0,0,3,1,2,6,4,3,3,9,2,7,3,3,15,5,4,4,7,1,3,5,15,9,11,10,4,1,3,3,5,7,4,3,8,1,6,4,5,7,5,13,4,9,7,15,12,ENSG00000182324.7,ENST00000342291.3
0,0,0,1,0,0,1,1,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,2,0,1,1,0,0,1,0,3,1,1,1,2,0,0,1,2,0,1,0,1,0,0,0,1,1,1,3,1,0,0,4,2,ENSG00000089063.15,ENST00000342308.10
0,0,2,6,0,0,1,0,0,4,4,4,5,2,15,9,0,0,1,2,0,0,5,1,1,5,19,5,1,0,4,6,2,0,3,13,2,5,18,10,7,14,15,19,9,3,12,15,7,1,6,9,1,1,5,0,10,13,17,11,8,2,20,9,ENSG00000162761.14,ENST00000342310.7
8,5,6,12,1,8,9,3,2,7,13,3,16,6,6,12,4,2,3,3,3,11,15,13,7,20,9,2,14,6,10,12,4,4,7,14,8,18,11,15,9,15,5,4,3,3,2,2,15,11,9,11,0,5,4,9,10,9,6,1,13,5,8,4,ENSG00000187855.6,ENST00000342331.5
0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,2,0,2,0,0,0,0,1,0,0,1,0,0,ENSG00000187527.12,ENST00000342358.9
2,0,1,2,0,0,1,1,0,1,6,0,2,2,3,2,0,0,1,1,2,2,2,0,6,1,2,0,1,2,1,3,0,2,5,4,0,0,3,5,3,4,0,4,0,4,0,2,3,0,1,2,0,4,3,1,2,2,3,2,3,0,5,1,ENSG00000132824.14,ENST00000342374.5
0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,0,0,0,2,0,1,0,1,0,0,2,1,0,0,1,0,0,0,1,0,2,0,2,1,0,0,2,1,ENSG00000243772.8,ENST00000342376.4
0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,3,0,0,2,1,2,1,0,4,0,3,0,0,1,2,2,2,1,0,0,2,1,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,3,4,0,0,0,2,3,3,ENSG00000188886.4,ENST00000342380.3
1,3,3,4,4,5,3,2,1,1,4,1,4,0,4,10,3,2,1,4,4,4,5,4,3,9,4,1,5,1,3,3,0,3,4,6,1,5,7,6,6,5,5,3,2,2,2,1,7,5,0,4,2,3,1,0,3,5,6,2,5,2,7,4,ENSG00000150676.13,ENST00000342404.8
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,2,1,1,0,0,4,2,0,0,0,2,0,2,1,3,0,2,0,1,0,1,2,3,0,0,0,1,0,1,1,2,2,2,2,3,0,2,4,2,ENSG00000168566.13,ENST00000342415.6
1,1,2,3,0,0,1,0,1,2,2,0,6,1,6,3,1,0,0,1,1,2,2,2,0,4,1,3,2,3,2,2,0,1,0,7,1,3,3,6,2,3,3,3,0,0,4,6,5,0,3,5,0,2,2,1,5,4,5,4,4,1,6,1,ENSG00000188313.13,ENST00000342435.9
0,0,0,1,0,0,0,1,1,0,0,3,2,0,1,3,0,1,1,0,0,0,0,0,1,0,3,4,1,0,0,1,0,0,2,2,1,0,7,1,1,4,5,6,0,0,13,13,1,0,1,2,1,0,1,0,1,5,8,13,1,2,14,1,ENSG00000185658.14,ENST00000342449.8
0,0,1,1,0,0,0,0,2,0,1,0,2,0,5,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,9,0,2,1,0,3,1,0,0,0,0,0,1,1,0,1,3,0,0,0,0,4,1,3,1,3,0,4,3,ENSG00000006534.17,ENST00000342456.11
1,0,6,5,0,2,3,1,2,6,7,6,5,7,10,12,3,0,3,2,0,3,10,9,3,7,15,6,4,5,11,14,1,5,5,14,5,10,7,17,9,14,11,16,5,4,15,23,8,1,7,13,3,7,10,7,11,13,17,18,14,11,24,18,ENSG00000188167.9,ENST00000342462.5
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,2,0,0,0,1,1,0,2,3,0,0,1,0,0,0,0,0,1,3,1,4,0,0,4,0,ENSG00000114631.11,ENST00000342480.7
2,1,3,3,1,1,2,0,3,4,7,3,12,6,11,9,0,0,2,3,1,2,4,9,5,5,3,4,3,4,10,14,1,0,3,16,0,5,6,16,7,6,8,10,3,5,7,15,5,3,9,15,3,8,4,6,6,13,13,11,15,6,17,10,ENSG00000196152.10,ENST00000342483.5
7,5,7,10,4,3,2,4,6,10,7,3,7,12,4,14,6,1,2,5,2,12,9,10,6,9,11,8,8,10,17,19,7,1,8,12,4,8,12,25,6,16,6,9,7,3,4,18,10,6,10,10,4,10,11,15,9,14,13,12,13,15,23,19,ENSG00000151148.14,ENST00000342494.8
2,2,1,4,1,0,2,0,4,1,2,3,4,7,10,2,0,1,0,3,0,2,2,3,1,2,5,3,3,1,7,8,0,0,3,11,1,4,4,14,5,9,7,7,4,1,16,9,7,0,5,6,3,1,4,2,5,10,14,17,6,1,12,5,ENSG00000162434.13,ENST00000342505.5
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ENSG00000187944.5,ENST00000342506.4
2,4,0,3,1,2,4,0,4,0,0,0,4,2,7,2,1,1,1,1,1,3,5,5,5,7,3,2,4,5,2,3,3,2,2,7,2,4,7,6,1,3,0,0,0,1,0,1,3,0,2,4,0,5,1,2,3,8,1,0,2,1,3,2,ENSG00000187546.14,ENST00000342526.8
0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,0,0,2,2,1,0,0,3,1,3,1,3,1,0,0,0,3,0,2,1,3,2,2,2,3,0,3,4,5,1,1,2,0,0,1,1,3,1,3,4,7,1,1,6,4,ENSG00000179627.10,ENST00000342537.8
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1,1,3,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,ENSG00000124194.17,ENST00000342560.10
3,2,0,6,0,4,4,4,2,2,2,0,8,7,6,5,2,3,0,2,2,5,5,6,3,3,5,2,4,4,7,7,1,4,3,7,0,4,5,9,3,6,3,4,2,1,1,4,5,3,3,9,5,5,0,3,7,6,6,2,7,1,7,4,ENSG00000125247.16,ENST00000342624.10
0,0,0,1,0,1,0,0,1,0,1,0,2,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,0,3,0,1,2,1,3,2,2,5,ENSG00000105549.11,ENST00000342640.9
1,2,2,2,2,2,0,2,2,3,1,1,2,2,1,1,1,2,2,1,1,0,2,2,2,1,0,4,1,1,2,5,2,1,0,2,1,2,3,2,1,3,2,0,1,2,1,2,3,1,3,1,2,1,2,3,0,0,3,1,5,3,0,2,ENSG00000179152.20,ENST00000342649.9
2,1,2,2,0,1,0,2,1,2,3,2,3,1,10,8,0,0,0,1,0,0,3,3,0,2,8,5,4,3,5,1,3,0,1,7,1,2,8,5,7,7,15,22,4,5,19,25,2,2,4,12,0,3,4,3,3,5,25,24,9,1,24,12,ENSG00000177732.9,ENST00000342665.5
1,0,3,0,0,0,0,0,0,0,1,3,1,2,3,2,0,0,0,1,0,0,0,0,1,2,1,0,2,0,0,0,1,1,0,3,0,0,3,0,1,1,0,0,0,1,1,3,2,0,1,3,1,0,0,2,3,0,0,2,4,0,1,1,ENSG00000125743.11,ENST00000342669.8
0,0,0,0,0,1,0,1,0,2,2,0,1,6,3,1,0,0,0,2,1,0,0,2,0,5,8,6,1,1,6,3,0,1,2,7,1,2,8,6,4,6,5,21,0,5,21,4,0,1,2,2,0,0,11,2,6,4,21,3,3,1,4,1,ENSG00000034152.19,ENST00000342679.9
0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,3,1,0,0,3,2,0,2,2,2,2,2,4,6,0,1,7,11,0,0,1,0,0,1,1,0,1,4,5,10,1,1,10,4,ENSG00000189227.6,ENST00000342683.6
0,1,0,4,0,2,9,3,2,4,15,3,8,7,21,17,0,3,5,7,6,8,17,4,7,11,40,7,3,5,11,9,2,5,13,27,5,20,28,17,26,42,49,25,4,5,23,26,3,5,6,15,4,5,10,4,12,14,39,21,14,6,33,21,ENSG00000159899.16,ENST00000342694.7
