expt.strong_1,expt.moderate_1,expt.moderate_2,expt.weak_1,expt.weak_2,ensgid,enstid_version,enstid
0,0,0,0,0,ENSG00000113558,ENST00000353411.11,ENST00000353411
0.193,0.544,0.365,0.972,1.042,ENSG00000105983,ENST00000353442.10,ENST00000353442
0.131,0.551,0.275,1.179,1.196,ENSG00000157837,ENST00000353487.7,ENST00000353487
0,0,0,0,0,ENSG00000065559,ENST00000353533.10,ENST00000353533
0.618,1.568,1.345,3.38,3.546,ENSG00000125740,ENST00000353609.8,ENST00000353609
0.145,0.457,0.272,0.866,0.882,ENSG00000164144,ENST00000353617.7,ENST00000353617
0.064,0.267,0.145,0.531,0.544,ENSG00000166913,ENST00000353703.9,ENST00000353703
0.08,0.21,0.156,0.39,0.4,ENSG00000107175,ENST00000353704.3,ENST00000353704
0.038,0.097,0.084,0.234,0.283,ENSG00000095485,ENST00000354105.10,ENST00000354105
0.109,0.337,0.272,0.842,0.862,ENSG00000146828,ENST00000354161.8,ENST00000354161
0.07,0.178,0.136,0.335,0.422,ENSG00000167468,ENST00000354171.13,ENST00000354171
0.211,0.754,0.466,1.582,1.623,ENSG00000140199,ENST00000354181.8,ENST00000354181
0,0,0,0,0,ENSG00000165732,ENST00000354185.9,ENST00000354185
0.146,0.431,0.313,0.879,1,ENSG00000021300,ENST00000354190.10,ENST00000354190
0,0,0,0,0,ENSG00000198168,ENST00000354193.5,ENST00000354193
0.084,0.183,0.152,0.337,0.346,ENSG00000125875,ENST00000354200.5,ENST00000354200
0.203,0.668,0.393,1.231,1.307,ENSG00000172269,ENST00000354202.9,ENST00000354202
0.204,0.734,0.523,1.819,1.899,ENSG00000187391,ENST00000354212.9,ENST00000354212
0.046,0.2,0.091,0.382,0.489,ENSG00000198276,ENST00000354216.11,ENST00000354216
0.436,1.383,1.023,3.052,3.42,ENSG00000162999,ENST00000354221.5,ENST00000354221
0,0,0,0,0,ENSG00000160194,ENST00000354250.7,ENST00000354250
0,0,0,0,0,ENSG00000168394,ENST00000354258.5,ENST00000354258
0.282,0.74,0.678,1.654,1.696,ENSG00000163104,ENST00000354268.9,ENST00000354268
0.049,0.076,0.103,0.166,0.202,ENSG00000101448,ENST00000354280.9,ENST00000354280
0,0,0,0,0,ENSG00000116661,ENST00000354287.5,ENST00000354287
0.054,0.159,0.127,0.399,0.406,ENSG00000196961,ENST00000354293.10,ENST00000354293
0.067,0.266,0.102,0.361,0.372,ENSG00000198183,ENST00000354297.9,ENST00000354297
0.103,0.263,0.177,0.473,0.477,ENSG00000196850,ENST00000354300.5,ENST00000354300
0.128,0.322,0.241,0.64,0.679,ENSG00000129990,ENST00000354308.8,ENST00000354308
0,0,0,0,0,ENSG00000196196,ENST00000354323.3,ENST00000354323
0.286,0.883,0.53,1.674,1.703,ENSG00000099942,ENST00000354336.8,ENST00000354336
0,0,0,0,0,ENSG00000062370,ENST00000354340.9,ENST00000354340
0.107,0.289,0.166,0.469,0.565,ENSG00000119720,ENST00000354366.8,ENST00000354366
0.085,0.229,0.168,0.419,0.462,ENSG00000198612,ENST00000354371.7,ENST00000354371
0.384,0.783,0.799,1.621,1.699,ENSG00000196391,ENST00000354377.8,ENST00000354377
0.155,0.628,0.359,1.339,1.36,ENSG00000023191,ENST00000354420.7,ENST00000354420
0.189,0.769,0.386,1.475,1.559,ENSG00000182919,ENST00000354421.8,ENST00000354421
0.488,1.335,1.062,2.821,2.911,ENSG00000188859,ENST00000354422.4,ENST00000354422
0.367,1.17,0.795,2.41,2.648,ENSG00000162620,ENST00000354431.9,ENST00000354431
0.245,0.623,0.444,1.128,1.169,ENSG00000196628,ENST00000354452.8,ENST00000354452
0,0,0,0,0,ENSG00000196497,ENST00000354464.11,ENST00000354464
0,0,0,0,0,ENSG00000105875,ENST00000354475.5,ENST00000354475
0.141,0.374,0.293,0.769,0.833,ENSG00000198171,ENST00000354488.8,ENST00000354488
0.53,2.414,1.048,4.436,4.824,ENSG00000111837,ENST00000354489.7,ENST00000354489
0.054,0.312,0.119,0.641,0.716,ENSG00000277858,ENST00000354514.6,ENST00000354514
0.039,0.12,0.071,0.212,0.22,ENSG00000076928,ENST00000354532.8,ENST00000354532
0.123,0.652,0.302,1.485,1.551,ENSG00000196876,ENST00000354534.11,ENST00000354534
0.055,0.164,0.103,0.301,0.313,ENSG00000115841,ENST00000354545.8,ENST00000354545
0.092,0.431,0.193,0.947,0.987,ENSG00000197043,ENST00000354546.10,ENST00000354546
0,0,0,0,0,ENSG00000154027,ENST00000354567.7,ENST00000354567
0,0,0,0,0,ENSG00000135525,ENST00000354570.8,ENST00000354570
0.191,0.515,0.415,1.116,1.14,ENSG00000198252,ENST00000354586.5,ENST00000354586
0.654,2.215,1.43,4.798,4.991,ENSG00000162194,ENST00000354588.8,ENST00000354588
0.348,0.967,0.535,1.529,1.637,ENSG00000073282,ENST00000354600.10,ENST00000354600
0,0,0,0,0,ENSG00000162971,ENST00000354611.9,ENST00000354611
0.441,1.694,0.827,3.037,3.257,ENSG00000054118,ENST00000354618.10,ENST00000354618
0,0,0,0,0,ENSG00000086619,ENST00000354619.10,ENST00000354619
0.157,0.491,0.283,0.86,0.928,ENSG00000156510,ENST00000354624.6,ENST00000354624
0.085,0.373,0.153,0.694,0.717,ENSG00000104044,ENST00000354638.8,ENST00000354638
0.692,2.189,1.262,4.042,4.219,ENSG00000010810,ENST00000354650.7,ENST00000354650
0.227,0.812,0.396,1.449,1.547,ENSG00000197142,ENST00000354655.9,ENST00000354655
0.09,0.271,0.218,0.595,0.637,ENSG00000197977,ENST00000354666.4,ENST00000354666
0.137,0.545,0.327,1.334,1.408,ENSG00000104081,ENST00000354670.9,ENST00000354670
0.111,0.398,0.241,0.858,0.933,ENSG00000131018,ENST00000354674.5,ENST00000354674
0,0,0,0,0,ENSG00000100029,ENST00000354694.12,ENST00000354694
0.01,0.21,0.041,0.563,0.595,ENSG00000164048,ENST00000354698.8,ENST00000354698
0.037,0.125,0.097,0.261,0.324,ENSG00000131584,ENST00000354700.10,ENST00000354700
0,0,0,0,0,ENSG00000164683,ENST00000354724.8,ENST00000354724
0.02,0.187,0.038,0.502,0.517,ENSG00000197157,ENST00000354725.8,ENST00000354725
0,0.066,0,0.217,0.284,ENSG00000241119,ENST00000354728.5,ENST00000354728
0.079,0.322,0.136,0.545,0.571,ENSG00000197479,ENST00000354757.5,ENST00000354757
0.145,0.235,0.335,0.504,0.555,ENSG00000196431,ENST00000354760.4,ENST00000354760
0,0,0,0,0,ENSG00000197121,ENST00000354764.9,ENST00000354764
0,0,0,0,0,ENSG00000143149,ENST00000354775.5,ENST00000354775
0.165,0.433,0.373,0.897,0.912,ENSG00000115414,ENST00000354785.11,ENST00000354785
0.146,0.482,0.233,0.813,0.843,ENSG00000197601,ENST00000354817.8,ENST00000354817
0.039,0.142,0.066,0.267,0.282,ENSG00000136352,ENST00000354822.7,ENST00000354822
0.085,0.637,0.133,0.972,1.052,ENSG00000021461,ENST00000354829.7,ENST00000354829
1.518,4.957,2.77,8.883,9.485,ENSG00000152942,ENST00000354868.10,ENST00000354868
2.402,5.804,4.611,10.991,11.986,ENSG00000105518,ENST00000354882.10,ENST00000354882
0.114,0.539,0.228,1.095,1.262,ENSG00000144741,ENST00000354883.11,ENST00000354883
0.063,0.407,0.099,0.674,0.718,ENSG00000198398,ENST00000354905.3,ENST00000354905
0.154,0.528,0.27,0.899,1.064,ENSG00000129055,ENST00000354910.10,ENST00000354910
0.407,1.084,0.693,1.843,1.886,ENSG00000095787,ENST00000354911.9,ENST00000354911
0.898,2.404,1.819,4.93,5.255,ENSG00000168079,ENST00000354914.8,ENST00000354914
0,0.085,0,0.155,0.221,ENSG00000152455,ENST00000354919.11,ENST00000354919
0,0,0,0,0,ENSG00000196098,ENST00000354924.2,ENST00000354924
0.069,0.242,0.195,0.569,0.575,ENSG00000146963,ENST00000354926.9,ENST00000354926
0.117,0.538,0.208,0.948,1.098,ENSG00000131050,ENST00000354932.6,ENST00000354932
0.064,0.157,0.111,0.317,0.326,ENSG00000166908,ENST00000354947.10,ENST00000354947
0.097,0.329,0.246,0.894,0.931,ENSG00000114698,ENST00000354952.7,ENST00000354952
0,0,0,0,0,ENSG00000122176,ENST00000354955.5,ENST00000354955
0.659,1.99,1.129,3.247,3.477,ENSG00000198093,ENST00000354957.8,ENST00000354957
0.082,0.283,0.201,0.679,0.71,ENSG00000198521,ENST00000354959.9,ENST00000354959
0,0,0,0,0,ENSG00000138735,ENST00000354960.8,ENST00000354960
0.369,0.805,0.589,1.336,1.469,ENSG00000089177,ENST00000354981.7,ENST00000354981
0.2,0.533,0.481,1.277,1.426,ENSG00000173848,ENST00000355029.9,ENST00000355029
0.298,0.718,0.539,1.233,1.291,ENSG00000107518,ENST00000355044.8,ENST00000355044
0,0,0,0,0,ENSG00000197238,ENST00000355057.3,ENST00000355057
0.27,0.934,0.654,2.287,2.349,ENSG00000140398,ENST00000355059.9,ENST00000355059
0.222,0.552,0.432,1.155,1.216,ENSG00000197386,ENST00000355072.11,ENST00000355072
0.08,0.183,0.168,0.376,0.469,ENSG00000213533,ENST00000355083.11,ENST00000355083
0,0,0,0,0,ENSG00000197405,ENST00000355085.4,ENST00000355085
0.249,0.858,0.468,1.568,1.665,ENSG00000196935,ENST00000355086.8,ENST00000355086
0,0,0,0,0,ENSG00000197858,ENST00000355091.9,ENST00000355091
0,0,0,0,0,ENSG00000054179,ENST00000355097.7,ENST00000355097
2.181,9.498,4.476,19.487,20.841,ENSG00000159592,ENST00000355105.8,ENST00000355105
0.171,0.41,0.297,0.737,0.773,ENSG00000197299,ENST00000355112.8,ENST00000355112
0.067,0.19,0.18,0.534,0.541,ENSG00000072163,ENST00000355119.9,ENST00000355119
0.242,0.758,0.412,1.293,1.324,ENSG00000198399,ENST00000355123.9,ENST00000355123
0.38,1.105,0.732,2.114,2.146,ENSG00000198182,ENST00000355202.9,ENST00000355202
0.417,1.24,0.775,2.209,2.33,ENSG00000100413,ENST00000355209.9,ENST00000355209
0.302,0.755,0.523,1.315,1.464,ENSG00000185247,ENST00000355220.6,ENST00000355220
0,0,0,0,0,ENSG00000197226,ENST00000355235.8,ENST00000355235
0.209,0.651,0.483,1.637,1.681,ENSG00000075891,ENST00000355243.8,ENST00000355243
0.092,0.243,0.19,0.457,0.487,ENSG00000185009,ENST00000355264.9,ENST00000355264
0.298,0.83,0.498,1.359,1.456,ENSG00000197993,ENST00000355265.7,ENST00000355265
0.569,2.791,1.26,6.224,6.64,ENSG00000197938,ENST00000355273.3,ENST00000355273
0.124,0.329,0.222,0.63,0.675,ENSG00000141503,ENST00000355280.11,ENST00000355280
0.453,2.172,0.814,3.594,4.343,ENSG00000197454,ENST00000355281.2,ENST00000355281
0.327,0.789,0.539,1.356,1.378,ENSG00000154856,ENST00000355285.10,ENST00000355285
0.405,1.12,0.769,2.154,2.205,ENSG00000112319,ENST00000355286.12,ENST00000355286
0.235,0.449,0.349,0.674,0.699,ENSG00000196116,ENST00000355295.5,ENST00000355295
0.361,0.938,0.658,1.732,1.774,ENSG00000169783,ENST00000355300.7,ENST00000355300
0.296,0.701,0.54,1.219,1.249,ENSG00000131620,ENST00000355303.10,ENST00000355303
0,0,0,0,0,ENSG00000139436,ENST00000355312.8,ENST00000355312
0,0,0,0,0,ENSG00000170791,ENST00000355315.8,ENST00000355315
0.163,0.532,0.35,1.162,1.239,ENSG00000139714,ENST00000355329.7,ENST00000355329
0.418,1.46,0.843,3.032,3.125,ENSG00000166140,ENST00000355341.8,ENST00000355341
0.652,1.436,1.105,2.384,2.591,ENSG00000119185,ENST00000355346.9,ENST00000355346
0.017,0.112,0.054,0.323,0.354,ENSG00000092054,ENST00000355349.4,ENST00000355349
0.021,0.079,0.075,0.335,0.347,ENSG00000187164,ENST00000355371.9,ENST00000355371
0.385,0.917,0.806,1.858,1.906,ENSG00000103528,ENST00000355377.7,ENST00000355377
0,0,0,0,0,ENSG00000161091,ENST00000355415.7,ENST00000355415
0.033,0.075,0.056,0.125,0.141,ENSG00000198624,ENST00000355417.7,ENST00000355417
0.257,0.697,0.509,1.312,1.379,ENSG00000151892,ENST00000355422.11,ENST00000355422
0.092,0.321,0.203,0.731,0.815,ENSG00000115380,ENST00000355426.8,ENST00000355426
0.433,1.139,0.711,1.867,1.952,ENSG00000032219,ENST00000355431.8,ENST00000355431
0,0,0,0,0,ENSG00000109736,ENST00000355443.9,ENST00000355443
0,0,0,0,0,ENSG00000015676,ENST00000355451.8,ENST00000355451
0,0.293,0,0.752,0.863,ENSG00000198390,ENST00000355459.4,ENST00000355459
0.123,0.334,0.169,0.472,0.541,ENSG00000243943,ENST00000355467.6,ENST00000355467
0.226,0.651,0.404,1.18,1.221,ENSG00000198055,ENST00000355472.10,ENST00000355472
0,0,0,0,0,ENSG00000168214,ENST00000355476.8,ENST00000355476
0.143,0.467,0.292,0.945,0.989,ENSG00000173218,ENST00000355485.7,ENST00000355485
0.307,0.714,0.522,1.22,1.25,ENSG00000163374,ENST00000355499.9,ENST00000355499
0.323,1.06,0.702,2.254,2.392,ENSG00000079482,ENST00000355520.6,ENST00000355520
0.067,0.367,0.148,0.743,0.786,ENSG00000198535,ENST00000355522.5,ENST00000355522
0.247,0.837,0.393,1.335,1.669,ENSG00000186431,ENST00000355524.8,ENST00000355524
0,0,0,0,0,ENSG00000011332,ENST00000355526.10,ENST00000355526
0.267,0.708,0.45,1.117,1.146,ENSG00000172893,ENST00000355527.8,ENST00000355527
0.117,0.336,0.278,0.795,0.827,ENSG00000141556,ENST00000355528.9,ENST00000355528
0,0,0,0,0,ENSG00000182557,ENST00000355530.7,ENST00000355530
0.367,1.255,0.716,2.385,2.601,ENSG00000198597,ENST00000355537.4,ENST00000355537
0.042,0.137,0.12,0.29,0.502,ENSG00000172367,ENST00000355547.10,ENST00000355547
0.311,0.805,0.624,1.627,1.663,ENSG00000163870,ENST00000355552.8,ENST00000355552
0.177,0.549,0.419,1.305,1.366,ENSG00000196387,ENST00000355557.7,ENST00000355557
0,0,0,0,0,ENSG00000078269,ENST00000355585.9,ENST00000355585
0.137,0.742,0.287,1.495,1.609,ENSG00000170516,ENST00000355591.8,ENST00000355591
0.038,0.138,0.104,0.332,0.337,ENSG00000198483,ENST00000355594.9,ENST00000355594
0,0.001,0,0.048,0.056,ENSG00000198129,ENST00000355602.3,ENST00000355602
0,0,0,0,0,ENSG00000133131,ENST00000355610.9,ENST00000355610
0.156,0.554,0.288,1.018,1.129,ENSG00000196859,ENST00000355612.7,ENST00000355612
0.309,0.796,0.522,1.356,1.415,ENSG00000005812,ENST00000355619.10,ENST00000355619
0.101,0.26,0.165,0.415,0.43,ENSG00000186591,ENST00000355621.8,ENST00000355621
0.281,1.125,0.477,1.898,2.289,ENSG00000136869,ENST00000355622.8,ENST00000355622
0.713,1.792,1.359,3.301,3.384,ENSG00000107560,ENST00000355624.8,ENST00000355624
0.758,2.221,1.402,4.105,4.355,ENSG00000196588,ENST00000355630.10,ENST00000355630
0.238,0.891,0.507,1.836,1.951,ENSG00000078328,ENST00000355637.9,ENST00000355637
0.01,0.076,0.039,0.254,0.26,ENSG00000108828,ENST00000355653.8,ENST00000355653
0.596,1.387,1.187,2.798,2.942,ENSG00000166987,ENST00000355673.8,ENST00000355673
0.852,2.94,1.313,4.515,4.918,ENSG00000160310,ENST00000355680.8,ENST00000355680
0.253,0.657,0.436,1.215,1.268,ENSG00000197857,ENST00000355684.6,ENST00000355684
0.069,0.24,0.142,0.484,0.535,ENSG00000197557,ENST00000355689.6,ENST00000355689
0.073,0.289,0.158,0.626,0.654,ENSG00000181924,ENST00000355693.5,ENST00000355693
0,0,0,0,0,ENSG00000183605,ENST00000355697.7,ENST00000355697
0.045,0.118,0.158,0.412,0.487,ENSG00000160323,ENST00000355699.7,ENST00000355699
0.734,1.764,1.613,3.778,3.894,ENSG00000197136,ENST00000355703.4,ENST00000355703
0.182,0.357,0.38,0.734,0.773,ENSG00000183281,ENST00000355705.4,ENST00000355705
0.105,0.383,0.213,0.784,0.832,ENSG00000165731,ENST00000355710.8,ENST00000355710
0.126,0.479,0.337,1.307,1.384,ENSG00000157873,ENST00000355716.5,ENST00000355716
0,0,0,0,0,ENSG00000128609,ENST00000355749.7,ENST00000355749
0.079,0.245,0.16,0.498,0.537,ENSG00000162654,ENST00000355754.7,ENST00000355754
0.133,0.786,0.297,1.779,1.896,ENSG00000122299,ENST00000355758.9,ENST00000355758
0.745,1.981,1.384,3.521,3.842,ENSG00000185246,ENST00000355765.11,ENST00000355765
0,0,0,0,0,ENSG00000119899,ENST00000355773.6,ENST00000355773
0.191,0.66,0.402,1.252,1.3,ENSG00000119684,ENST00000355774.7,ENST00000355774
0,0,0,0,0,ENSG00000197591,ENST00000355784.3,ENST00000355784
0.077,0.37,0.151,0.706,0.729,ENSG00000156219,ENST00000355810.9,ENST00000355810
1.394,6.782,2.811,12.943,14.321,ENSG00000197992,ENST00000355819.6,ENST00000355819
0.147,0.374,0.299,0.778,0.797,ENSG00000197530,ENST00000355826.10,ENST00000355826
0.063,0.18,0.138,0.369,0.376,ENSG00000225830,ENST00000355832.10,ENST00000355832
0.131,0.423,0.284,0.825,0.88,ENSG00000196923,ENST00000355841.7,ENST00000355841
0.268,0.651,0.553,1.351,1.451,ENSG00000131773,ENST00000355849.10,ENST00000355849
0.045,0.161,0.14,0.433,0.547,ENSG00000155368,ENST00000355857.8,ENST00000355857
1.057,4.554,2.072,8.773,9.323,ENSG00000197321,ENST00000355867.9,ENST00000355867
0.016,0.044,0.051,0.11,0.115,ENSG00000166359,ENST00000355868.4,ENST00000355868
0,0,0,0,0,ENSG00000196335,ENST00000355870.8,ENST00000355870
1.524,3.67,2.741,6.646,6.991,ENSG00000173890,ENST00000355897.10,ENST00000355897
1.09,2.661,1.706,4.171,4.524,ENSG00000168813,ENST00000355898.6,ENST00000355898
0.099,0.329,0.178,0.607,0.664,ENSG00000102024,ENST00000355899.8,ENST00000355899
0.181,0.506,0.333,0.922,0.958,ENSG00000197265,ENST00000355904.9,ENST00000355904
0.31,1.105,0.509,1.771,1.9,ENSG00000257017,ENST00000355906.10,ENST00000355906
0.034,0.13,0.136,0.379,0.398,ENSG00000101166,ENST00000355937.9,ENST00000355937
0.188,0.466,0.363,0.928,1.084,ENSG00000164209,ENST00000355943.8,ENST00000355943
0.035,0.099,0.076,0.198,0.233,ENSG00000198650,ENST00000355962.5,ENST00000355962
0.057,0.132,0.108,0.243,0.28,ENSG00000197114,ENST00000355969.11,ENST00000355969
0.123,0.416,0.23,0.757,0.788,ENSG00000197971,ENST00000355994.7,ENST00000355994
0.049,0.112,0.081,0.198,0.202,ENSG00000198648,ENST00000355999.5,ENST00000355999
0,0.269,0,0.613,0.675,ENSG00000189409,ENST00000356026.10,ENST00000356026
0.083,0.243,0.187,0.547,0.558,ENSG00000152582,ENST00000356031.8,ENST00000356031
1.188,2.951,2.168,5.257,5.486,ENSG00000066933,ENST00000356056.10,ENST00000356056
0.109,0.29,0.193,0.537,0.594,ENSG00000119004,ENST00000356079.9,ENST00000356079
0.215,0.716,0.397,1.318,1.35,ENSG00000148700,ENST00000356080.9,ENST00000356080
0.181,0.493,0.305,0.811,0.889,ENSG00000196878,ENST00000356082.9,ENST00000356082
0.328,0.739,0.714,1.555,1.583,ENSG00000196739,ENST00000356083.8,ENST00000356083
0,0,0,0,0,ENSG00000215440,ENST00000356091.11,ENST00000356091
0,0,0,0,0,ENSG00000241484,ENST00000356099.11,ENST00000356099
0.393,0.925,0.812,1.949,2.066,ENSG00000196408,ENST00000356120.9,ENST00000356120
0,0,0,0,0,ENSG00000197170,ENST00000356126.8,ENST00000356126
0,0,0,0,0,ENSG00000280090,ENST00000356130.7,ENST00000356130
0.418,0.942,0.736,1.644,1.697,ENSG00000198382,ENST00000356136.8,ENST00000356136
0.063,0.275,0.164,0.712,0.845,ENSG00000153086,ENST00000356140.10,ENST00000356140
0,0,0,0,0,ENSG00000035115,ENST00000356150.10,ENST00000356150
0,0,0,0,0,ENSG00000168297,ENST00000356151.7,ENST00000356151
0.685,1.692,1.275,3.08,3.129,ENSG00000156860,ENST00000356166.11,ENST00000356166
0,0,0,0,0,ENSG00000167098,ENST00000356173.8,ENST00000356173
0,0,0,0,0,ENSG00000077235,ENST00000356183.9,ENST00000356183
0,0,0,0,0,ENSG00000176244,ENST00000356189.6,ENST00000356189
0.078,0.433,0.141,0.736,0.827,ENSG00000143570,ENST00000356205.9,ENST00000356205
0.066,0.193,0.123,0.379,0.388,ENSG00000132819,ENST00000356208.10,ENST00000356208
0,0,0,0,0,ENSG00000130177,ENST00000356221.8,ENST00000356221
0,0,0,0,0,ENSG00000140326,ENST00000356231.4,ENST00000356231
0,0,0,0,0,ENSG00000081307,ENST00000356232.10,ENST00000356232
0.189,0.587,0.413,1.31,1.341,ENSG00000127914,ENST00000356239.8,ENST00000356239
0.304,0.966,0.579,1.84,1.913,ENSG00000100401,ENST00000356244.8,ENST00000356244
0.133,0.545,0.29,1.2,1.262,ENSG00000145907,ENST00000356245.8,ENST00000356245
0.103,0.337,0.189,0.644,0.714,ENSG00000198301,ENST00000356260.10,ENST00000356260
0.95,3.193,1.804,6.056,6.399,ENSG00000162624,ENST00000356261.4,ENST00000356261
0,0,0,0,0,ENSG00000078053,ENST00000356264.7,ENST00000356264
0.133,0.363,0.288,0.812,0.865,ENSG00000112562,ENST00000356284.7,ENST00000356284
0.212,0.57,0.499,1.239,1.271,ENSG00000125826,ENST00000356286.10,ENST00000356286
0.25,0.795,0.482,1.503,1.776,ENSG00000160593,ENST00000356289.10,ENST00000356289
0.203,0.851,0.344,1.453,1.752,ENSG00000198092,ENST00000356291.3,ENST00000356291
0.046,0.31,0.122,0.833,0.934,ENSG00000147485,ENST00000356297.5,ENST00000356297
1.162,2.964,2.857,7.328,7.712,ENSG00000092051,ENST00000356300.9,ENST00000356300
0.432,0.991,0.768,1.767,1.882,ENSG00000146918,ENST00000356309.8,ENST00000356309
0.073,0.179,0.153,0.398,0.41,ENSG00000165698,ENST00000356311.10,ENST00000356311
0.409,1.196,0.874,2.584,2.706,ENSG00000139629,ENST00000356317.8,ENST00000356317
0.68,2.599,1.316,4.988,5.315,ENSG00000198146,ENST00000356321.4,ENST00000356321
0.198,0.741,0.518,1.681,1.711,ENSG00000149269,ENST00000356341.8,ENST00000356341
0,0,0,0,0,ENSG00000178209,ENST00000356346.7,ENST00000356346
1.077,3.215,2.173,6.379,6.846,ENSG00000119682,ENST00000356357.9,ENST00000356357
0.455,1.526,1.064,3.634,3.749,ENSG00000198369,ENST00000356388.9,ENST00000356388
0.118,0.293,0.25,0.657,0.69,ENSG00000198003,ENST00000356392.9,ENST00000356392
0.954,2.656,1.783,4.896,5.252,ENSG00000177479,ENST00000356401.9,ENST00000356401
0.254,0.514,0.413,0.831,0.871,ENSG00000110697,ENST00000356404.8,ENST00000356404
0.247,0.69,0.5,1.395,1.674,ENSG00000087008,ENST00000356406.10,ENST00000356406
0.344,1.087,0.678,2.226,2.307,ENSG00000089289,ENST00000356413.5,ENST00000356413
0,0,0,0,0,ENSG00000103152,ENST00000356432.8,ENST00000356432
0,0,0,0,0,ENSG00000090932,ENST00000356433.10,ENST00000356433
0.331,0.812,0.904,2.051,2.179,ENSG00000101605,ENST00000356443.9,ENST00000356443
0,0,0,0,0,ENSG00000122824,ENST00000356450.3,ENST00000356450
0.076,0.252,0.143,0.451,0.491,ENSG00000198142,ENST00000356454.5,ENST00000356454
0,0,0,0,0,ENSG00000175063,ENST00000356455.9,ENST00000356455
1.692,4.444,3.181,8.184,8.803,ENSG00000214595,ENST00000356458.8,ENST00000356458
0.065,0.285,0.163,0.647,0.667,ENSG00000054965,ENST00000356467.5,ENST00000356467
0,0,0,0,0,ENSG00000197409,ENST00000356476.3,ENST00000356476
0,0,0,0,0,ENSG00000105220,ENST00000356487.11,ENST00000356487
0,0,0,0,0,ENSG00000165283,ENST00000356493.10,ENST00000356493
0.124,0.419,0.218,0.746,0.763,ENSG00000162896,ENST00000356495.5,ENST00000356495
0.121,0.849,0.244,1.653,1.842,ENSG00000197953,ENST00000356517.4,ENST00000356517
0,0,0,0,0,ENSG00000149451,ENST00000356518.7,ENST00000356518
0,0,0,0,0,ENSG00000173432,ENST00000356524.9,ENST00000356524
0.041,0.18,0.107,0.47,0.574,ENSG00000277224,ENST00000356530.6,ENST00000356530
0.113,0.327,0.217,0.644,0.743,ENSG00000147419,ENST00000356537.9,ENST00000356537
0.03,0.106,0.058,0.241,0.279,ENSG00000197980,ENST00000356539.9,ENST00000356539
1.261,3.649,2.458,6.964,7.288,ENSG00000169218,ENST00000356545.7,ENST00000356545
1.106,3.92,2.016,7.368,7.782,ENSG00000198162,ENST00000356554.7,ENST00000356554
0.209,0.513,0.41,0.969,1.028,ENSG00000162591,ENST00000356575.9,ENST00000356575
0.146,0.408,0.192,0.564,0.637,ENSG00000159140,ENST00000356577.10,ENST00000356577
0.296,1.01,0.629,2.099,2.202,ENSG00000197128,ENST00000356584.8,ENST00000356584
0.92,4.085,1.815,8.019,8.786,ENSG00000213265,ENST00000356588.8,ENST00000356588
0.02,0.086,0.037,0.145,0.193,ENSG00000178878,ENST00000356591.5,ENST00000356591
0,0,0,0,0,ENSG00000142655,ENST00000356607.9,ENST00000356607
0.403,1.367,0.681,2.312,2.422,ENSG00000121270,ENST00000356608.7,ENST00000356608
0,0,0,0,0,ENSG00000198576,ENST00000356613.4,ENST00000356613
0.188,0.631,0.375,1.2,1.26,ENSG00000198435,ENST00000356628.4,ENST00000356628
0,0,0,0,0,ENSG00000089597,ENST00000356638.8,ENST00000356638
0.073,0.183,0.167,0.448,0.463,ENSG00000120049,ENST00000356640.7,ENST00000356640
0.255,0.731,0.522,1.465,1.501,ENSG00000176697,ENST00000356660.9,ENST00000356660
0.289,0.925,0.534,1.648,1.76,ENSG00000198681,ENST00000356661.7,ENST00000356661
0.267,0.665,0.421,1.001,1.048,ENSG00000182087,ENST00000356663.8,ENST00000356663
0.072,0.172,0.154,0.329,0.338,ENSG00000163605,ENST00000356692.10,ENST00000356692
0.666,2.776,1.441,5.876,6.185,ENSG00000146374,ENST00000356698.9,ENST00000356698
0,0,0,0,0,ENSG00000165629,ENST00000356708.12,ENST00000356708
0.179,0.517,0.365,1.02,1.082,ENSG00000124508,ENST00000356709.9,ENST00000356709
0.061,0.265,0.148,0.543,0.602,ENSG00000119946,ENST00000356713.5,ENST00000356713
0,0,0,0,0,ENSG00000106268,ENST00000356714.6,ENST00000356714
0.24,0.692,0.392,1.204,1.267,ENSG00000197863,ENST00000356725.9,ENST00000356725
0.192,0.665,0.364,1.233,1.261,ENSG00000138821,ENST00000356736.5,ENST00000356736
0.451,1.426,0.995,3.053,3.147,ENSG00000196455,ENST00000356763.8,ENST00000356763
0.143,0.351,0.268,0.638,0.657,ENSG00000197181,ENST00000356766.11,ENST00000356766
0,0,0,0,0,ENSG00000102387,ENST00000356784.2,ENST00000356784
0,0,0,0,0,ENSG00000168071,ENST00000356786.10,ENST00000356786
0.331,1.439,0.721,2.962,3.153,ENSG00000177689,ENST00000356790.2,ENST00000356790
0.062,0.307,0.148,0.774,0.815,ENSG00000107938,ENST00000356792.9,ENST00000356792
0.097,0.274,0.263,0.71,0.806,ENSG00000005844,ENST00000356798.11,ENST00000356798
0.08,0.34,0.166,0.674,0.702,ENSG00000115306,ENST00000356805.9,ENST00000356805
0,0,0,0,0,ENSG00000206177,ENST00000356815.4,ENST00000356815
1.153,3.01,2.202,5.82,6.058,ENSG00000196422,ENST00000356818.7,ENST00000356818
0.522,1.945,1.025,3.839,3.986,ENSG00000184867,ENST00000356824.9,ENST00000356824
