obs.AAA,obs.AAT,obs.AAC,obs.AAG,obs.ATA,obs.ATT,obs.ATC,obs.ATG,obs.ACA,obs.ACT,obs.ACC,obs.ACG,obs.AGA,obs.AGT,obs.AGC,obs.AGG,obs.TAA,obs.TAT,obs.TAC,obs.TAG,obs.TTA,obs.TTT,obs.TTC,obs.TTG,obs.TCA,obs.TCT,obs.TCC,obs.TCG,obs.TGA,obs.TGT,obs.TGC,obs.TGG,obs.CAA,obs.CAT,obs.CAC,obs.CAG,obs.CTA,obs.CTT,obs.CTC,obs.CTG,obs.CCA,obs.CCT,obs.CCC,obs.CCG,obs.CGA,obs.CGT,obs.CGC,obs.CGG,obs.GAA,obs.GAT,obs.GAC,obs.GAG,obs.GTA,obs.GTT,obs.GTC,obs.GTG,obs.GCA,obs.GCT,obs.GCC,obs.GCG,obs.GGA,obs.GGT,obs.GGC,obs.GGG,ensgid_version,enstid_version,transcript
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1,0,0,1,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,1,0,3,0,1,1,0,0,3,1,ENSG00000240403,ENST00000326321.7,ENST00000326321
1,0,1,2,0,0,0,0,2,3,2,2,1,2,4,6,0,0,0,1,0,1,4,3,1,3,3,4,0,2,7,3,1,0,4,7,0,4,6,7,8,2,7,12,5,4,14,7,2,0,3,3,1,3,2,2,1,8,17,11,2,0,14,4,ENSG00000182552,ENST00000326397.10,ENST00000326397
0,0,0,0,0,0,0,1,0,1,2,2,3,1,3,6,0,0,0,1,0,0,0,1,0,0,4,2,2,0,1,3,0,1,3,4,0,0,4,3,2,5,2,5,1,1,7,11,0,0,2,7,1,1,2,1,6,1,6,10,5,3,12,10,ENSG00000180773,ENST00000326402.9,ENST00000326402
0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,4,0,0,1,3,0,1,0,3,1,0,2,8,0,0,2,6,0,0,0,0,5,3,2,6,3,0,8,2,ENSG00000135916,ENST00000326427.11,ENST00000326427
3,1,1,4,2,1,2,3,2,7,2,3,10,4,4,14,0,0,3,5,2,6,9,8,2,7,13,1,10,8,7,12,1,2,3,9,3,9,3,19,7,9,4,6,3,3,9,6,5,5,7,13,1,9,9,8,4,11,7,10,9,11,12,10,ENSG00000198300,ENST00000326441.15,ENST00000326441
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,1,3,3,0,1,3,0,0,0,0,3,1,0,5,3,0,1,2,3,0,0,3,4,0,0,1,1,0,0,3,1,2,6,1,1,2,1,3,2,ENSG00000106565,ENST00000326442.10,ENST00000326442
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000177917,ENST00000326446.10,ENST00000326446
2,4,2,3,1,2,3,1,1,3,2,1,2,5,1,2,3,2,2,1,2,3,1,3,2,2,1,1,3,0,1,5,3,1,2,1,1,4,1,2,2,1,0,1,0,0,2,1,3,0,1,4,4,0,1,3,2,2,1,0,4,3,1,1,ENSG00000068885,ENST00000326448.12,ENST00000326448
0,0,0,2,0,0,0,0,0,2,1,4,0,2,9,7,0,0,0,3,1,0,0,0,0,1,9,0,2,0,2,1,2,0,0,4,0,0,8,3,3,5,7,13,4,3,13,12,0,0,7,8,2,1,2,2,3,3,11,12,9,2,9,7,ENSG00000180044,ENST00000326474.5,ENST00000326474
0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,3,0,0,1,1,1,0,3,1,0,1,4,5,1,1,4,7,0,0,1,2,0,0,1,3,2,2,5,6,1,2,9,2,ENSG00000084112,ENST00000326495.10,ENST00000326495
2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ENSG00000112303,ENST00000326499.11,ENST00000326499
12,7,8,17,3,9,3,11,8,11,5,4,12,7,12,5,11,4,4,1,6,10,11,9,2,8,12,5,11,7,6,12,4,9,5,9,9,10,8,7,11,8,10,13,8,6,10,2,17,6,11,8,2,7,5,8,6,7,15,4,13,3,3,6,ENSG00000176597,ENST00000326505.4,ENST00000326505
2,1,3,3,0,1,4,3,1,4,9,4,7,5,19,7,2,0,0,1,2,1,3,9,6,9,11,6,3,6,13,11,5,3,3,22,1,7,17,15,13,15,21,20,5,3,22,24,1,4,12,10,0,6,8,6,13,12,28,25,13,6,23,13,ENSG00000168621,ENST00000326524.7,ENST00000326524
0,0,1,1,0,0,2,0,1,1,2,1,2,2,3,1,0,0,0,0,0,0,1,1,2,0,3,1,0,0,1,2,1,1,2,5,0,1,2,1,4,2,2,2,1,2,1,3,1,1,2,2,0,1,1,2,2,1,3,3,3,0,3,1,ENSG00000160471,ENST00000326529.9,ENST00000326529
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,1,3,0,0,3,1,0,2,1,ENSG00000006327,ENST00000326577.9,ENST00000326577
7,3,12,9,4,5,6,2,12,6,5,0,11,8,6,8,7,6,1,3,6,4,4,7,8,9,2,1,8,6,2,6,11,3,5,9,4,9,4,7,5,3,1,0,1,1,0,0,6,5,5,13,3,3,7,5,3,5,1,1,8,4,2,5,ENSG00000138813,ENST00000326581.9,ENST00000326581
0,1,0,5,0,1,2,0,2,0,0,0,4,2,7,8,0,0,0,0,0,1,1,3,0,3,4,1,4,0,4,4,3,1,0,5,0,1,4,7,3,3,3,4,3,1,2,1,2,1,2,10,0,2,1,2,4,6,6,3,5,2,6,5,ENSG00000179222,ENST00000326587.12,ENST00000326587
0,0,0,0,0,0,0,0,2,0,5,2,1,1,2,3,0,0,0,0,0,0,1,2,0,1,3,1,1,0,4,2,0,0,2,5,0,3,3,4,3,6,8,5,2,0,3,5,0,0,7,1,0,0,1,1,2,3,6,2,4,1,5,2,ENSG00000019102,ENST00000326621.10,ENST00000326621
0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,1,2,1,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,4,5,0,1,3,8,0,0,2,3,0,2,0,0,0,0,5,5,3,1,6,4,ENSG00000104886,ENST00000326631.7,ENST00000326631
2,2,4,3,3,0,1,0,0,5,0,0,3,0,0,1,2,2,0,0,2,0,0,3,0,1,0,0,2,0,1,2,0,0,1,0,0,5,0,2,0,1,1,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,ENSG00000116783,ENST00000326637.8,ENST00000326637
6,3,2,6,1,3,1,0,2,1,1,0,3,3,3,3,2,1,1,1,2,2,3,1,3,0,5,5,2,0,5,1,6,0,0,4,1,1,9,4,4,6,3,1,0,1,4,5,3,1,1,0,1,2,0,3,1,8,5,5,1,2,6,1,ENSG00000138709,ENST00000326639.11,ENST00000326639
2,4,2,4,2,0,2,5,2,3,4,3,5,0,12,9,1,0,2,3,0,0,0,5,0,4,3,1,9,5,0,10,3,2,3,5,2,2,3,8,3,2,7,16,0,2,6,33,7,3,6,13,2,3,3,6,7,6,14,20,16,7,30,19,ENSG00000180357,ENST00000326648.5,ENST00000326648
0,1,1,2,0,0,2,2,2,1,6,0,6,0,14,7,0,0,1,1,0,0,5,1,4,3,6,0,4,3,3,3,1,0,4,14,2,6,4,6,11,9,12,5,2,1,0,2,3,3,3,8,0,0,2,3,2,5,13,0,6,2,3,0,ENSG00000180061,ENST00000326652.9,ENST00000326652
2,0,2,2,1,0,1,0,2,1,7,3,1,1,10,7,0,0,1,3,1,0,1,1,0,2,7,3,0,2,6,3,4,0,7,8,0,3,8,6,10,10,12,6,2,0,12,11,1,2,3,5,2,0,2,4,7,4,12,13,8,5,8,12,ENSG00000178965,ENST00000326665.10,ENST00000326665
0,0,0,1,0,0,1,0,0,2,5,1,1,0,3,2,0,0,1,1,1,1,2,1,3,3,5,2,2,5,6,0,0,1,6,2,0,2,8,6,2,6,3,3,0,2,3,2,1,0,2,2,1,2,1,5,4,6,1,1,2,2,0,0,ENSG00000177688,ENST00000326669.6,ENST00000326669
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,2,0,0,0,0,0,0,1,0,0,1,3,1,0,1,1,2,ENSG00000110536,ENST00000326674.10,ENST00000326674
1,1,1,1,1,1,0,2,2,2,5,2,2,2,6,1,3,1,2,1,3,6,5,3,0,3,4,4,5,0,2,1,1,0,3,4,1,7,5,2,2,6,3,3,3,1,2,4,0,1,6,5,2,3,1,1,3,4,2,1,2,4,0,2,ENSG00000152214,ENST00000326695.10,ENST00000326695
0,0,0,0,0,0,0,2,0,1,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,3,3,2,1,7,2,0,0,3,3,0,0,5,8,3,4,6,15,0,2,16,22,0,2,1,3,0,0,3,2,3,6,16,20,4,2,20,12,ENSG00000181409,ENST00000326724.9,ENST00000326724
0,0,0,0,0,0,0,1,0,0,1,1,0,1,9,5,0,0,0,1,0,0,0,1,1,0,2,2,1,1,3,2,0,0,1,7,1,1,2,2,5,4,11,16,4,2,13,7,0,1,1,6,0,0,3,3,2,2,22,9,3,2,8,5,ENSG00000159363,ENST00000326735.13,ENST00000326735
4,2,6,4,3,6,1,1,4,2,3,1,7,3,5,3,4,1,3,1,5,3,7,4,3,5,1,1,1,4,3,11,4,5,2,5,0,4,1,7,4,2,2,5,0,2,3,5,4,3,0,7,1,6,1,6,5,3,7,3,7,5,7,5,ENSG00000180423,ENST00000326737.3,ENST00000326737
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,1,1,0,0,1,0,0,0,2,2,0,2,0,0,0,0,2,5,0,0,1,1,0,1,2,2,0,0,0,4,1,2,3,0,ENSG00000178035,ENST00000326739.9,ENST00000326739
8,6,4,15,6,4,6,9,5,7,8,4,13,6,7,11,5,6,7,7,6,7,3,7,6,7,5,1,10,8,11,6,4,7,7,11,6,7,6,15,8,14,9,8,1,0,9,13,17,6,6,6,7,5,4,4,10,6,17,9,9,6,16,10,ENSG00000178163,ENST00000326756.4,ENST00000326756
2,0,0,6,1,0,2,0,2,0,3,0,3,2,6,3,0,1,1,0,1,0,0,4,0,1,5,3,3,4,2,7,2,0,2,6,0,1,1,5,6,4,4,3,3,4,1,2,4,2,2,2,0,4,6,7,3,2,5,3,1,7,4,2,ENSG00000167615,ENST00000326764.10,ENST00000326764
0,0,1,3,0,0,0,1,1,3,0,1,3,2,4,0,1,0,0,0,0,0,2,2,1,2,1,3,4,3,2,3,1,0,1,2,0,2,3,5,1,4,2,1,3,1,1,3,2,1,4,3,1,2,2,3,0,1,5,3,0,3,2,1,ENSG00000196652,ENST00000326775.10,ENST00000326775
1,0,3,1,0,1,2,0,2,6,2,0,3,3,0,5,0,0,1,1,0,1,2,1,2,3,3,0,7,0,1,1,2,0,2,4,1,2,3,6,4,2,3,1,0,0,0,2,2,3,4,4,1,0,1,2,0,1,2,1,4,1,3,2,ENSG00000181552,ENST00000326783.4,ENST00000326783
0,0,1,0,0,0,0,1,0,1,1,1,0,2,5,3,0,1,0,3,0,1,2,1,0,2,3,6,2,0,5,0,1,0,0,5,3,3,3,4,3,3,5,9,2,6,14,7,0,0,2,3,1,0,6,1,3,6,11,13,1,0,9,1,ENSG00000114331,ENST00000326793.11,ENST00000326793
1,0,1,1,0,0,0,1,0,1,4,1,2,0,6,4,0,0,0,0,0,0,1,0,0,4,10,0,0,1,2,4,0,0,2,4,0,0,6,6,5,2,7,16,4,3,11,10,2,1,2,5,0,1,8,0,1,4,9,12,6,5,7,5,ENSG00000080644,ENST00000326828.6,ENST00000326828
1,0,0,4,0,0,0,1,0,3,2,2,2,1,9,15,0,1,0,3,1,0,4,1,0,4,13,3,5,1,9,3,0,0,3,4,2,4,11,10,2,12,7,19,6,3,19,20,4,0,4,16,1,2,5,6,5,8,18,19,11,9,19,14,ENSG00000057019,ENST00000326840.11,ENST00000326840
1,1,1,2,0,1,3,1,3,4,1,3,5,3,0,6,0,0,1,1,0,1,2,0,3,3,4,0,6,0,2,2,2,1,3,6,1,1,4,5,4,1,1,0,0,1,2,0,2,3,6,4,1,0,1,4,2,3,0,0,5,2,1,1,ENSG00000181562,ENST00000326842.3,ENST00000326842
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000181273,ENST00000326855.3,ENST00000326855
6,5,8,4,3,2,5,2,8,8,9,2,8,6,10,12,3,1,4,5,2,5,5,7,10,3,9,2,9,6,7,10,5,2,11,17,4,6,13,13,9,15,6,0,1,1,2,2,10,4,3,9,4,6,1,9,9,10,6,2,8,8,8,4,ENSG00000179059,ENST00000326866.5,ENST00000326866
3,2,6,13,1,1,1,4,5,11,17,10,9,7,16,23,2,0,1,3,0,13,8,16,3,7,21,20,11,10,12,22,3,1,10,15,1,11,22,22,12,24,42,58,10,14,47,71,16,4,26,25,4,12,19,12,9,15,56,53,40,17,59,52,ENSG00000118046,ENST00000326873.12,ENST00000326873
0,0,3,1,0,0,0,0,2,3,5,2,5,0,4,5,0,0,0,2,1,1,2,2,0,4,5,2,2,2,4,0,2,0,4,6,1,4,4,4,9,4,9,4,2,3,4,3,2,0,5,4,0,1,3,2,1,4,7,3,4,1,4,6,ENSG00000180613,ENST00000326902.7,ENST00000326902
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,ENSG00000178057,ENST00000326925.11,ENST00000326925
0,0,2,1,1,0,1,1,0,1,2,1,2,1,3,7,2,1,0,2,1,1,1,3,0,2,0,4,0,2,3,4,1,1,0,8,2,0,3,3,2,1,4,5,1,3,3,6,0,1,2,2,1,5,1,2,8,4,6,3,2,2,12,5,ENSG00000124702,ENST00000326974.9,ENST00000326974
0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4,3,1,0,3,5,0,0,0,1,0,0,0,0,1,1,3,5,0,0,5,0,ENSG00000177731,ENST00000327031.9,ENST00000327031
1,0,1,1,0,0,0,1,1,1,0,1,1,1,3,1,0,0,0,0,0,1,1,0,1,0,1,2,1,0,1,3,2,0,2,1,0,0,2,4,0,1,4,6,1,0,6,11,1,1,0,4,0,1,1,0,3,4,6,10,3,1,12,2,ENSG00000156011,ENST00000327040.13,ENST00000327040
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,ENSG00000180089,ENST00000327042.5,ENST00000327042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,ENSG00000188976,ENST00000327044.7,ENST00000327044
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,ENSG00000163646,ENST00000327047.6,ENST00000327047
0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,0,0,1,3,1,0,1,4,0,3,1,2,0,0,1,33,0,1,0,1,1,0,0,0,4,1,5,30,2,1,32,3,ENSG00000142453,ENST00000327064.9,ENST00000327064
1,0,1,3,1,1,2,1,1,1,1,0,0,2,3,3,1,1,0,0,0,3,4,3,0,5,3,1,1,0,2,6,2,2,0,3,1,4,3,3,4,1,0,0,1,0,0,0,1,2,1,2,0,2,0,2,2,4,1,0,4,2,3,2,ENSG00000019169,ENST00000327097.5,ENST00000327097
22,5,13,26,5,23,5,5,11,12,11,3,27,6,43,28,6,16,6,5,16,31,37,14,4,50,58,21,12,17,24,15,11,8,9,31,8,35,84,29,15,53,57,60,20,10,59,67,27,9,9,39,4,9,10,20,29,38,59,70,29,10,72,40,ENSG00000175745,ENST00000327111.8,ENST00000327111
0,2,0,1,1,3,0,0,0,1,3,1,0,0,8,4,1,0,0,3,0,1,8,5,1,4,18,2,2,2,5,4,0,3,2,6,2,7,15,6,5,14,17,18,2,3,17,13,2,0,3,2,1,3,3,2,5,10,16,14,3,3,15,8,ENSG00000180370,ENST00000327134.7,ENST00000327134
1,1,0,3,1,2,1,0,3,1,0,0,1,0,10,9,0,0,0,2,1,0,0,1,0,0,0,2,1,0,2,1,2,1,1,6,0,0,0,2,2,0,8,19,4,1,17,27,2,2,2,9,0,0,1,1,5,1,21,27,10,1,26,22,ENSG00000104964,ENST00000327141.9,ENST00000327141
8,4,1,11,4,4,2,1,2,2,3,2,6,3,10,7,5,4,1,1,3,5,5,3,3,3,9,6,4,4,1,3,4,1,3,6,1,7,7,3,2,7,6,11,7,3,5,14,8,2,4,9,3,0,7,4,7,6,8,9,5,5,14,9,ENSG00000101773,ENST00000327155.10,ENST00000327155
0,0,1,0,0,0,0,0,1,0,1,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,1,1,0,1,2,1,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,ENSG00000178257,ENST00000327157.4,ENST00000327157
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,ENSG00000177370,ENST00000327158.5,ENST00000327158
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000181371,ENST00000327216.5,ENST00000327216
0,2,3,4,0,2,4,0,2,3,4,3,3,6,5,14,1,0,1,3,1,13,9,7,7,10,9,2,4,5,12,8,6,1,4,11,4,7,10,15,6,14,5,4,1,2,4,3,2,3,4,8,0,9,4,6,7,10,11,1,10,7,8,8,ENSG00000177138,ENST00000327220.10,ENST00000327220
0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,0,1,2,1,0,3,1,ENSG00000177143,ENST00000327228.5,ENST00000327228
1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,ENSG00000140688,ENST00000327237.7,ENST00000327237
21,15,15,22,7,15,15,8,18,21,9,1,24,14,14,16,11,11,8,10,10,20,24,12,22,23,16,1,16,8,10,14,18,12,16,19,17,24,14,18,16,18,6,4,3,1,3,1,23,8,12,19,5,7,7,8,7,12,13,2,18,6,7,8,ENSG00000118322,ENST00000327245.10,ENST00000327245
0,0,0,1,0,0,1,1,1,1,0,1,0,0,5,2,0,1,0,0,0,0,0,0,1,0,4,1,1,0,3,1,1,1,2,4,1,0,4,2,3,3,8,8,1,2,6,4,0,0,2,2,0,0,1,2,3,3,10,3,2,1,4,2,ENSG00000179292,ENST00000327259.5,ENST00000327259
0,0,1,0,0,2,1,0,1,1,2,0,0,1,1,2,0,1,0,1,1,1,2,3,1,1,3,1,2,1,4,4,1,0,2,1,0,3,2,6,2,6,5,0,0,0,0,1,0,2,1,1,1,1,1,2,0,3,3,0,2,3,2,1,ENSG00000186399,ENST00000327271.11,ENST00000327271
3,0,1,3,0,0,0,0,1,1,1,0,3,5,1,7,1,0,1,2,1,1,3,2,0,2,9,3,3,2,3,1,1,0,0,2,1,3,5,5,2,6,6,8,3,1,6,9,2,0,1,7,2,3,6,2,0,5,6,7,2,5,10,9,ENSG00000162433,ENST00000327299.8,ENST00000327299
0,0,1,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,2,1,0,3,5,11,0,0,2,2,1,1,2,0,1,3,9,3,3,3,3,7,0,2,13,4,0,1,0,0,0,0,5,0,1,10,5,1,1,3,2,3,ENSG00000121774,ENST00000327300.12,ENST00000327300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,2,0,0,ENSG00000107371,ENST00000327304.10,ENST00000327304
1,3,2,4,1,2,4,7,3,5,8,6,7,2,15,8,3,1,0,2,3,4,7,2,4,14,20,9,6,3,17,16,3,2,6,6,1,10,20,25,5,21,29,35,12,9,32,32,3,8,14,18,1,0,13,7,5,19,33,30,21,8,27,12,ENSG00000166342,ENST00000327305.11,ENST00000327305
1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,ENSG00000104938,ENST00000327325.10,ENST00000327325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000184954,ENST00000327335.4,ENST00000327335
5,2,2,3,2,4,3,1,2,2,2,1,5,1,2,2,1,3,1,4,2,3,4,1,3,4,2,0,1,2,1,1,2,2,3,1,3,3,1,2,2,3,1,0,1,0,0,0,5,3,1,1,2,0,0,1,1,1,1,0,3,0,0,0,ENSG00000185958,ENST00000327337.6,ENST00000327337
4,0,3,6,1,3,1,0,0,0,4,2,4,0,12,17,4,1,0,0,4,2,2,1,1,1,2,1,2,2,1,3,3,3,2,10,0,3,2,2,9,2,16,25,4,1,23,19,2,1,2,16,0,1,0,5,8,4,30,18,12,3,24,15,ENSG00000086475,ENST00000327347.10,ENST00000327347
0,0,0,1,0,0,3,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,5,0,0,1,5,2,0,0,3,4,0,0,3,4,1,5,4,10,2,1,7,2,0,3,1,1,0,0,0,4,5,2,8,4,3,2,1,0,ENSG00000185442,ENST00000327355.6,ENST00000327355
0,1,0,1,0,4,15,0,1,4,7,0,2,1,10,1,1,3,2,2,2,3,7,5,4,25,15,3,3,21,6,4,1,14,7,9,4,8,9,23,20,9,11,6,1,4,4,0,0,1,3,2,2,2,17,5,6,5,13,0,0,1,5,2,ENSG00000099998,ENST00000327365.10,ENST00000327365
5,0,5,3,0,0,2,0,2,6,5,1,3,4,20,12,0,0,1,1,0,3,8,5,1,6,10,6,2,0,9,7,4,1,5,11,2,8,10,9,7,7,24,37,14,6,31,27,4,1,4,23,0,5,4,4,10,9,36,33,13,3,30,16,ENSG00000166949,ENST00000327367.9,ENST00000327367
0,0,0,2,0,0,0,0,0,1,4,0,2,3,2,2,0,0,0,1,0,0,0,1,1,2,3,3,2,1,4,6,0,0,2,3,1,1,7,7,2,4,2,8,2,0,5,13,2,0,4,3,0,0,2,6,2,9,7,7,2,3,16,7,ENSG00000183597,ENST00000327374.9,ENST00000327374
2,1,0,5,1,0,1,1,1,0,1,3,4,1,19,29,1,0,0,1,0,0,0,1,2,2,8,2,0,3,6,7,0,1,1,17,1,1,8,8,4,6,6,15,9,0,18,31,5,1,4,28,0,0,3,5,12,12,16,36,27,5,35,18,ENSG00000206579,ENST00000327381.7,ENST00000327381
2,0,1,4,0,0,2,0,2,3,1,3,2,4,10,7,0,1,1,3,1,2,3,8,1,5,11,6,0,2,9,12,2,0,4,10,2,9,14,6,7,13,8,7,2,4,10,7,3,1,1,6,2,3,4,8,7,10,16,8,7,8,11,8,ENSG00000185742,ENST00000327419.7,ENST00000327419
1,2,0,3,1,1,3,1,0,2,1,3,4,0,4,7,2,0,0,2,0,1,0,2,3,4,3,1,4,3,3,4,1,3,0,4,0,1,5,9,1,3,1,4,3,1,3,8,2,1,6,6,3,0,3,2,4,7,4,6,3,4,12,5,ENSG00000183530,ENST00000327423.11,ENST00000327423
0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,5,0,0,1,0,0,0,2,1,0,0,1,2,0,1,3,3,ENSG00000163170,ENST00000327428.10,ENST00000327428
0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,2,0,1,2,1,1,1,3,2,1,0,0,1,0,1,0,0,2,0,1,2,0,1,2,1,ENSG00000182551,ENST00000327435.11,ENST00000327435
1,1,2,2,1,0,0,2,3,5,0,0,5,3,2,3,1,0,2,1,1,0,2,3,1,3,2,0,3,2,4,1,3,1,0,6,1,4,1,4,4,0,0,0,0,0,0,0,2,1,4,4,1,2,3,1,2,2,2,0,2,2,0,0,ENSG00000185467,ENST00000327442.7,ENST00000327442
0,0,1,0,0,0,0,0,1,0,3,0,0,0,3,1,0,0,0,0,0,1,2,3,2,0,6,2,1,2,2,0,1,0,1,3,0,3,3,2,2,5,10,5,0,3,2,4,0,0,2,1,0,2,5,0,0,3,3,2,2,2,1,1,ENSG00000185591,ENST00000327443.9,ENST00000327443
5,2,7,16,3,3,4,3,7,9,4,4,9,8,19,15,2,4,3,2,3,3,8,7,5,6,9,5,10,3,8,7,10,1,6,21,5,10,6,12,15,8,9,5,5,4,2,5,13,4,7,13,1,5,7,7,12,10,15,2,13,4,10,7,ENSG00000182902,ENST00000327451.11,ENST00000327451
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,ENSG00000183161,ENST00000327470.6,ENST00000327470
0,0,1,0,0,0,0,0,0,1,2,6,1,1,0,2,0,0,1,1,0,0,1,1,0,1,2,1,0,0,2,2,1,0,2,0,0,1,3,3,2,0,6,7,2,1,3,11,0,0,5,2,2,1,0,0,1,5,5,3,5,1,10,0,ENSG00000185361,ENST00000327473.9,ENST00000327473
